Normalized text	Document Number	Alternate Numbering	UUID	Person ID	QUOTE_TRANSCRIPTION	Supplemental naming	COMMENTS	LAT	LNG	TAGS	Unhandled Tags 2	Named by	Scribe	Principal	Witness	Dead	Gender
paupers of Allensmore	HCM 2883		e296b9f1-b0cf-469e-918c-b0a9e08c8916	e296b9f1-b0cf-469e-918c-b0a9e08c8916	pauperibus parochianis de Mora Alani		Paupers in Allensmore			Collective		Collective					M
Franciscan Friars of Hereford	HCM 2883		e33ac8c0-3e6a-4b83-bb99-59a9910e335e; 133b4958-b449-4b92-b5fa-6ac40bb593b8	e33ac8c0-3e6a-4b83-bb99-59a9910e335e	fratribus minoribus Here- fordie; fratribus minoribus Herefordie		Friars Minor of Hereford; Friars Minor of Hereford			Principal|Clerical|Collective	Clerical	Collective		Principal			M
John de Aqua Blanca	HCM 2883		13a95782-4fa5-40c8-80c8-06a62117ab8f	e4da2937-dc23-4b2e-b432-4316fb4b3171	John de Aqua Blenca, dean of the church of Hereford	dean of the church of Hereford				Dead|Clerical	Clerical					Dead	M
paupers of Wythintone	HCM 2883		ec1810f9-58fd-40aa-b758-79f16811f199	ec1810f9-58fd-40aa-b758-79f16811f199	pauperibus parochianis ecclesie de Wythintone		paupers in parish of Wythington			Collective		Collective					M
nuns of Avenbury	HCM 2883		ec496439-fc3d-4084-b014-cbef33f9445c	ec496439-fc3d-4084-b014-cbef33f9445c	monialibus de Avenebury	nuns of Avenbury	Nuns of Avenebury; nb Cantilupe anecdote re fornication of Leominster clerk with Agnes of Avenbury, nun of Limebrook			Principal|Clerical|Woman|Collective	Clerical	Collective		Principal			W
Nicholas le Cok	HCM 2883		f1d4cfc4-2736-46e6-9b8b-55dfc65ebb15	f1d4cfc4-2736-46e6-9b8b-55dfc65ebb15	Nicholai	father of Hugo	father to Hugo son of NIcholas, cook (for John Aquablanca)			Patronymic	Patronymic						M
John the Baker de Ledbury	HCM 2883		6146d77e-2eae-47ab-a5b4-46a840c0f081	f87d3d1e-4983-4a51-99b7-d3fcba5dc5b6	Johanne, pistori,	baker				Principal|Agent	Agent			Principal			M
paupers of Hereford	HCM 2883		fd69e4b1-d196-4e5d-94d1-e6505ee8680b; 39f7d947-2a90-40ee-bd48-ba696f445296	fd69e4b1-d196-4e5d-94d1-e6505ee8680b	pauperibus qui reficiuntur in elemosinario Here- fordensi; pauperibus jacentibus per civitatem Herefordiam		paupers of Hereford?; paupers in city of H?			Collective		Collective					M
brothers and sisters at St Egidius	HCM 2883		ff748909-4d71-4770-8c58-3d9eec1cad41	ff748909-4d71-4770-8c58-3d9eec1cad41	fratribus et sororibus ibidem existentibus		brothers & sisters of the same place, i.e. St Egidius|is this St Giles, London; or St Egidius, Germany; or St Egidius, Rome?			Clerical|Collective|Woman	Clerical	Collective					W
Stephen rector of Bonevilleston	HCM 2884		2519c5b7-238d-4b8a-8113-9badece88f90	2519c5b7-238d-4b8a-8113-9badece88f90	Stephen, rector of the church of Bonevilleston'	rector of Bonevilleston'	co-exec with Thomas de Penebrugg for Joanne, Lady of Sully			Principal|Agent|Clerical	Clerical|Agent			Principal			M
Henry de Penebrugge	HCM 2884		2927aded-3e9f-4f2e-a440-4e3e29e63aea	329b4345-2874-4b8e-a8f8-4fe95ee8eb02	Henry de Penebrugs*		knight|replaced as executor of Joanne, lady of Scully			Agent	Agent						M
Matthew rector of Sully	HCM 2884		52a80ae3-847d-4097-8adc-a2ea24064f2c	52a80ae3-847d-4097-8adc-a2ea24064f2c	Matthew, rector of the church of Sully	rector of Sully	co-executor for Joanne Lady of Sully			Clerical|Agent|Principal	Clerical|Agent			Principal			M
Peter de Bruera	HCM 2884		7f3777be-791a-4361-a935-19f26fcb6be8	7f3777be-791a-4361-a935-19f26fcb6be8	Peter de Bruera, chancellor of the church of Llandaff, and guardian of the spiritualities of the diocese of Llandaff	chancellor of the church of Llandaff, and guardian of the spiritualities of the diocese of Llandaff				Principal|Clerical|Agent	Clerical|Agent			Principal			M
William le Flemmyg	HCM 2884		af310850-3754-40b3-9583-6fbdc50398c4	af310850-3754-40b3-9583-6fbdc50398c4	Williem le Flemmyg', knights),	knight	replaced as exeuctor of Joanne, Lady of Scully			Agent	Agent						M
Thomas de Penebrugge	HCM 2884		8d204510-18c1-4368-b5da-e2c1f602bdab	e9ac0f2d-11f4-4243-920e-96296e6b8483	Thomes de Penebrugg', treasurer of the cathedral chur  of Hereford	treasurer of the cathedral chur  of Hereford	co-exec for Joanne Lady of Sully			Principal|Agent|Clerical	Clerical|Agent			Principal			M
Joanne lady of Sully	HCM 2884		eb208063-7591-4ac7-a162-4b6334dcf240	eb208063-7591-4ac7-a162-4b6334dcf240	' Joanne, lady of Sully (ehecniestxxaerseteese	lady of Sully (ehecniestxxaerseteese				Dead|Woman						Dead	W
Thomas de Chaundos I	HCM 2885		641266b2-5343-45b6-891b-ff252ebd1876	4ed836a5-449b-4830-b50d-3a288d450327	Thomas de Chaundos, archdeacon and canon of the church of Hereford,	archdeacon and canon of the church of Hereford,				Principal|Clerical	Clerical			Principal			M
dean and chapter of Hereford	HCM 2885		7a251a6b-285f-4544-ae48-2e7b33858f47	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	dean and chapter of the said church	dean and chapter of Hereford				Principal|Clerical|Collective	Clerical	Collective		Principal			M
John Fyn	HCM 2886		052b7ace-8d09-4586-ba8a-d2214e2ff702	052b7ace-8d09-4586-ba8a-d2214e2ff702	John Fyn					Principal				Principal			M
Richard de Estenore	HCM 2886		192e03f3-4162-415b-9faf-08bd5c1fa009	4b314f10-90e0-4916-ad5d-0e1b878eda8f	Richard de Auste		ie de Estenor? (Eastnor)?			Principal				Principal			M
Thomas de Chaundos I	HCM 2886		95b77d42-e4d3-4ef7-9c1b-b63163e73f59	4ed836a5-449b-4830-b50d-3a288d450327	Thomas de Chaundos, archdeacon of Hereford.	archdeacon of Hereford				Lease-holder|Clerical	Clerical|Lease-holder						M
dean and chapter of Hereford	HCM 2886		f1d0d4b6-9359-4ceb-9e6e-0975e6b38342	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	dean and chapter of the church of Hereford	dean and chapter of Hereford				Principal|Clerical|Collective	Clerical	Collective		Principal			M
Adam Gerald	HCM 2887		147ae705-98f1-4109-a2d7-57cbd39ef4bf	147ae705-98f1-4109-a2d7-57cbd39ef4bf	Adam Gerald, sole surviving executor of the will of the said Hugh	sole surviving executor of the will of Hugh Monnington	executor for hugh moniton			Agent	Agent						M
Richard Thurgrym	HCM 2887		0bf9b719-022f-4023-855c-2fcf82567894	1ce8efd0-c4f3-4377-ba68-ce10b4981461	Richard Thorgrim		role hard to specify| there's a bond given by him & John de la Halle to dominus Ralph (who's now dead)										
Stephen de Ledbury	HCM 2887		5e44f147-f818-4e27-b37a-55c07766ef4b	2399191a-7427-400e-91fb-b36b3c53a34a	Step de Ledebur', dean of the cathedral church 0 eford	dean of the cathedral church 0 eford	Stephen de Ledbury, Dean			Witness|Clerical	Clerical				Witness		M
Thomas de Moniton	HCM 2887		44baf7c0-8cda-4f13-9f5b-231df087d3c0	27b4bfaf-f2e4-4a7f-84dd-797a06b11b8e	Thomas,		son of Hugh de Moniton|brother to Walter and Alice			Principal				Principal			M
Walter de Monyton	HCM 2887		2f8d0d37-a55d-4b84-bd02-1efe0c546daa	2f8d0d37-a55d-4b84-bd02-1efe0c546daa	Walter	son of Hugh de Moniton	son of Hugh de Monitone, late cit of Hereford|brother to thomas, Alice			Principal				Principal			M
John Lyghtfot	HCM 2887		c5238d04-f7da-4716-80eb-def37efe2afa	3a67e78b-ec43-4730-b479-3431c316781b	John . Lythfot		the house in which Hugh Monitone lived was formerly that of John Lightfot|(presuming dead)			Lease-holder|Dead	Lease-holder					Dead	M
William de Ryonis de Gloucester II	HCM 2887		6cc81b74-789f-47e9-8eaf-2fb3a97d4af7	3a873691-7606-4c47-a140-a7a68187b3b7	Willian de Riouns(i) the younger, legal guardian of | i eg pepe elLLL re 890	legal guardian of | i eg pepe elLLL re 890	William de Rionis the younger, legal guardian of Thomas, Walter, and Alice, children of Hugh Moniton, deceased, citizen of H			Agent	Agent						M
John de la Halle	HCM 2887		f77639e7-d830-49b7-a70a-d9af6eeb6d32	3ad90ed7-806c-4dc0-bbb8-13052f68dd5d	John de la alis citizens of Hereford,		role hard to specify| there's a bond given by him and Richard THorgrim to dominus Ralph, now dead										
Hugh Bade	HCM 2887		bfd2f86f-ac15-45ea-a9c8-0ba3d9c7f0da	4cf0d726-aa27-470c-b0d5-49e72bdfe84e	Hush Bade		formerly paid rent for a house owned by Hugh Monitone			Lease-holder	Lease-holder						M
William de Ryonis de Gloucester I	HCM 2887		e8e855c2-c3a0-4060-9238-893cf5e3e785	6689e57a-5712-44fc-9a06-928888d3f6ab	William de Rious(7), senior, tutor of the said children	senior, tutor of the said children	father to William de Rionis the younger, legal guardian of Thomas, Walter, and Alice, children of Hugh Monitone			Clerical|Agent	Clerical|Agent						M
executors of Ranulph de Evesham	HCM 2887		71649f88-3523-40d0-a483-e835b1ace1b3	71649f88-3523-40d0-a483-e835b1ace1b3	executors of the will of dombnus Ranulph de Evesham’, late vicar in the chapel o . Catherine	late vicar in the chapel o . Catherine	before dying, he was executor for Hugh Monitone (now also dead)			Collective|Agent|Clerical|Dead	Clerical|Agent	Collective				Dead	M
Hugh de Monyton	HCM 2887		ca1d79a0-e051-4b3a-b9ec-38023a7f0092	7fa6d101-5d15-4c34-93e3-9df63e5bea69	Hugh de Moniton', late citizen of Hereford, deceased	late citizen of Hereford, deceased	father to Thomas, Walter, Alice			Dead						Dead	M
Ralph de Evesham	HCM 2887		b56999bb-9ce2-4e58-b0b7-4a95c597805e	8ea0754b-5fba-407c-b510-7dfc27bc1a5e	Ranulph de Evesham’, late vicar in the chapel o . Catherine aforesaid, Vikewise] executor of the will of the said Hugh »	late vicar in the chapel o . Catherine aforesaid, Vikewise] executor of the will of the said Hugh »				Dead|Clerical|Agent	Clerical|Agent					Dead	M
Alice daughter of Hugh de Moniton	HCM 2887		acbc4020-c05c-4cbf-89b6-a898706b6925	acbc4020-c05c-4cbf-89b6-a898706b6925	Alice,		sister to Thomas and Walter|daughter to Hugh Moniton			Principal|Woman				Principal			W
William de Brugge subdean of Hereford	HCM 2887		adbc37df-bf76-4ded-8476-375f25f871f7	adbc37df-bf76-4ded-8476-375f25f871f7	Villion de Brugg', sub-dean of Hereford,	sub-dean of Hereford	William de Brugg', sub-dean			Witness					Witness		M
Walter Cole de Maddeleye II	HCM 2887		eca7ea5f-6f53-44fe-bbd0-b056b51310ce	eca7ea5f-6f53-44fe-bbd0-b056b51310ce	Walter e éleye, clerk and registrar of the said dean	clerk and registrar of the said dean	Walter Maddeleye, clerk and registrar of the dean			Witness|Clerical|Agent|Scribe	Clerical|Agent		Scribe		Witness		M
convent of Llanthony near Gloucester	HCM 2888											Collective		Principal			
Stephen de Ledbury	HCM 2888		3a0ebf88-f696-41f9-8bc1-1adb077a6235	2399191a-7427-400e-91fb-b36b3c53a34a	Stephen, dean, and the chapter of the church of Hereford.	dean of Hereford				Principal|Clerical|Collective	Clerical	Office		Principal			M
Thomas de Charleton	HCM 2888		381508ad-aa56-49bd-97ba-715e99d13242	7afad0eb-5d78-4c6b-a650-ad0344330ac9	Thomas, bishop of the church of Hereford	bishop of Hereford				Clerical|Principal	Clerical			Principal			M
William prior of Llanthony near Gloucester	HCM 2888		804d36ab-9580-4323-830d-81a5bd152c3a	804d36ab-9580-4323-830d-81a5bd152c3a	William, prior, and the convent of the monastery of St. Mary of Lanthon' Auta Gloucester					Principal|Clerical|Collective	Clerical	Collective		Principal			M
dean and chapter of Hereford	HCM 2888			c5a27237-f2d1-40ec-976a-f21d8fbb4ff2								Collective		Principal			
John de Brugge	HCM 29	RBLR 2004, HCM 29	803d0fb9-0f49-4ac1-a118-f8dae8075fe5	06808dde-4c85-43cf-99af-13f13b67ee96	John de Brugge					Witness					Witness		M
Thomas de Pyrebrok	HCM 29	RBLR 2004, HCM 29	13143caa-561f-443e-929f-43451997cf0a	13143caa-561f-443e-929f-43451997cf0a	Thomas de Pyrebrok'					Witness					Witness		M
William de Brompton	HCM 29	RBLR 2004, HCM 29	3c54d697-6b10-4a51-b1f1-5100b6ae2bde	3c54d697-6b10-4a51-b1f1-5100b6ae2bde	William de Brompton’	father to Richard				Patronymic	Patronymic						M
Hugh de Molendino	HCM 29	RBLR 2004, HCM 29	4b262e2b-709b-4c18-b88c-978de4b1f581	4b262e2b-709b-4c18-b88c-978de4b1f581	—_ de ¥ lendino		Hugh de Molendino [the mill or windmill], per doc check			Witness					Witness		M
Adam de Bromptone	HCM 29	RBLR 2004, HCM 29	622c92ec-c69d-4bf4-8d43-357b7d1e4257	54fbafc5-90d5-4deb-9790-b0b4f241b1ce	Adam de Bropton’ |sic|, grentor's uncle	grentor's uncle	that is, uncle to Richard son of William de Brompton|formerly			Lease-holder	Lease-holder						M
John Iweyn	HCM 29	RBLR 2004, HCM 29	9e26887e-5b5a-4be4-92a1-02a4199507df	644c4037-fc1b-4174-b85b-c8de888e6447	John Iweyn,					Witness					Witness		M
Roger de Breynton	HCM 29	RBLR 2004, HCM 29	173d33de-7aa4-4275-8124-715ea0cc430a	724d1018-4ff9-463e-a762-59080c540d53	Roger de Breynton', rector of the church of Be	rector of the church of Be	Church of Rock [Aka]			Principal|Clerical	Clerical			Principal			M
Walter de Leominster	HCM 29	RBLR 2004, HCM 29	dbdf9421-87a8-400a-ba19-8d53ddcf891f	82e6f48e-c7de-4c65-850f-155f8cf913c8	Walter de Leoministr', clerk	clerk				Witness|Scribe|Clerical	Clerical		Scribe		Witness		M
Richard Monyword I	HCM 29	RBLR 2004, HCM 29	736ef5b9-beec-4d2c-84fb-e932fdaabafe	a839b745-c71e-4334-8f51-48a6d6ce3448	Richard Moniwordy					Witness					Witness		M
Richard de Brompton II	HCM 29	RBLR 2004, HCM 29	f55c1fb2-d55e-471f-839b-6258dde92a17	ca45e28a-0b8f-404a-a7a5-03729bf54700	Richard the son of William de Brompton’	son of William de Brompton; nephew of Richard de Brompton I?	lands in Breynton			Principal		Parent		Principal			M
Gilbert de Reygate	HCM 29	RBLR 2004, HCM 29	f26f305f-bc8f-49a2-a42d-5ce3c8b024eb	f26f305f-bc8f-49a2-a42d-5ce3c8b024eb	Gilbert de Reygate		clerical tag as per other docs			Lease-holder	Lease-holder						M
James de Stokebrugg	HCM 29	RBLR 2004, HCM 29	fdbae588-b265-479d-b630-fc2b1130640a	fdbae588-b265-479d-b630-fc2b1130640a	James de Stokebrugs'					Witness					Witness		M
William Eseger I of Ledbury	HCM 290		382d049d-23b8-4ede-a6da-e6631dff8a81	0a2e5685-0f9d-4544-b727-0c5029b373fa	William Eseger		father to William son of Wm Eseger de Ledbury; 			Patronymic	Patronymic						M
Sybil wife of Grimbald Pauncefot	HCM 290		44aff528-3386-41d6-814d-86c905cc44b0	44aff528-3386-41d6-814d-86c905cc44b0	Sibil, formerly wife of dominus Grimbald Pauncefot, knight	formerly wife of dominus Grimbald Pauncefot, knight				Principal|Woman				Principal			W
Ellis de Walsnede	HCM 290		46a9545a-d416-4817-a412-5f2d7532353a	46a9545a-d416-4817-a412-5f2d7532353a	Ellis de Walsnede					Witness|Scribe			Scribe		Witness		M
Henry le Waleys de Magna Marcleye	HCM 290		af1a3e6f-7f2f-44be-a98e-0b2ea253d09c	46cfe5bf-ecdf-4f25-ba6c-0ec75e5870a7	Henry le Waleys					Witness					Witness		M
Walter le Chamberleyn	HCM 290		a49ebd33-1186-4f08-bc49-d4880ad90de8	658d42ad-5b4d-418f-a197-c07288f28e56	Walter le Chamberleyn					Witness					Witness		M
John de Credeleye	HCM 290		71078a39-84fd-40e4-89d7-386e6fbdd4d1	71078a39-84fd-40e4-89d7-386e6fbdd4d1	John de Credeleye					Witness					Witness		M
Beatrice wife of William son of William Eseger	HCM 290		750d0091-e03e-46a2-9be3-afbc2ef2d1d3	750d0091-e03e-46a2-9be3-afbc2ef2d1d3	Beatrice his wife.		wife to William son of William Eseger de Ledebury			Principal|Woman				Principal			W
Robert le Chamberleyn	HCM 290		7710a85a-046c-48b5-a487-00f690dffabf	7710a85a-046c-48b5-a487-00f690dffabf	Robert le Chamberleyn		cf R Chaumberleyn 1313 HCM 290?			Witness					Witness		M
John de la Felde	HCM 290		2ea65d35-8496-45a6-9952-e397cee17a6e	8c0a8469-c649-4985-947b-e6bc21844f83	John de la Felde					Witness					Witness		M
William Eseger II of Ledbury	HCM 290		c12e2ba4-df8c-4b68-92c9-d08a66fc1d6f	b47c15c0-5c0c-4125-9377-fd67584bf356	William son of William Eseger de Ledebury	son of William Eseger I of Ledbury	husband to Beatrice; land at le Hulle in Ledbury Forinc			Principal		Parent		Principal			M
Grimbald Pauncefot	HCM 290		b86c3dc7-eba7-4c5a-81ed-62df9dafa0a2	b86c3dc7-eba7-4c5a-81ed-62df9dafa0a2	Grimbald Pauncefot, knight	knight	formerly husband to Sibil			Dead						Dead	M
John de la Hasele	HCM 290		d22201b1-c2a4-4134-9957-32dcdfdeb348	d22201b1-c2a4-4134-9957-32dcdfdeb348	John de la Hasele		formerly tenant of Sibil, widow of Grimbald Pauncefot, knight, at Le Hulle in Ledebury Forincec'			Lease-Holder							M
John de Badesshawe	HCM 290		d3181115-43e4-4b11-86dd-4acf8e8c74dd	d3181115-43e4-4b11-86dd-4acf8e8c74dd	John de Badeschawe					Witness					Witness		M
Robert de Masinton	HCM 290		3250eb99-b9a9-41c1-bce4-d778fb7a5915	e154ad5d-a3cc-4470-815d-49b8af5d81ec	Robert de Masynton'					Witness					Witness		M
bishop of Hereford	HCM 2914		7c425fce-008f-44bb-be1b-5688449169d7	0d75305d-89af-4da3-b7ba-6421a1a97da3	bishop	bishop of Hereford	unclear which bishop			Dead|Clerical|Office	Clerical	Office				Dead	M
[...]	HCM 2914		195d9135-5c96-4960-9bc0-019203763de1	195d9135-5c96-4960-9bc0-019203763de1	seesee					Lease-holder	Lease-holder						M
Stephen de Ledbury	HCM 2914		6ff29c3a-288e-47ac-807e-137ccc2885a7	2399191a-7427-400e-91fb-b36b3c53a34a	Stephen, dean, and chapter of Hereford;	dean of Hereford				Principal|Clerical|Collective	Clerical	Office		Principal			M
Walter Carles	HCM 2914		744d7775-76ca-4664-b044-e365384935e2	30cc8c7e-d07b-42c0-bb7e-60aad2809e23	Walter Carles					Principal|Clerical	Clerical			Principal			M
Peter de Aqua Blanca	HCM 2914		9ee79481-51a0-4764-b777-ff7a301ca57b	a29ee05c-916b-4026-b641-16e70c5de9ca	Peter de Aqua blan Iga}.	bishop of Hereford	Peter de Aqua Blanca (dominus)			Clerical|Lease-holder	Clerical|Lease-holder						M
dean and chapter of Hereford	HCM 2914			c5a27237-f2d1-40ec-976a-f21d8fbb4ff2								Collective		Principal			
William Mon	HCM 2915		04f5fb8a-6a70-4321-bd06-b025dc00b91c	04f5fb8a-6a70-4321-bd06-b025dc00b91c	William Mon, vicar of the parish church of Norton	vicar of the parish church of Norton				Principal|Clerical	Clerical			Principal			M
William de Norton	HCM 2915		7124acd7-4843-4097-b846-8197f4771322	99a70467-dcc8-452e-b735-bfb1152210e0	William de Norton',		distinct from William Mon, vicar of Norton (who is a principal in this doc)			Witness					Witness		M
Philip de la More	HCM 2915		ca03fa5c-4a2c-417a-adb0-b1b0947d155d	a6e638ef-0f9b-4e4b-8fa6-0be288356796	ee de la More, clerk of the diocese of Exeter, notary public	clerk of the diocese of Exeter, notary public	Phillip de la More			Scribe|Clerical|Witness	Clerical		Scribe		Witness		M
William de Malmeshulle	HCM 2915		b6e28adb-6504-416c-86d1-19779f4db098	b6e28adb-6504-416c-86d1-19779f4db098	William de Malmeshull'		cf p.1090, 1389			Witness					Witness		M
dean and chapter of Hereford	HCM 2915		4b034d1c-8e02-48db-b9b0-dfa21f594f05	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	dean and chapter of Hereford	dean and chapter of Hereford				Clerical|Collective|Lease-holder	Clerical|Lease-holder	Collective					M
rector of Norton	HCM 2915		da395030-be06-46ac-9c99-ac63e130cade	da395030-be06-46ac-9c99-ac63e130cade	"rectory ""of the said church"	rector of Norton	(doc concerns vicar of Norton; unclear if there IS a rector, and not just D&C who appt vicar)			Neighbor|Clerical|Office	Clerical|Neighbor	Office					M
William de Frome	HCM 2915		686ce6c7-5617-45e1-ae39-0091f3b9e8bf	ec7e6099-683c-490c-9381-441c31777d17	William de Frome,					Witness					Witness		M
Thomas Talbot	HCM 2915		cc48a54b-f5e2-4258-a912-e27f21851ade	f2c6e2ae-99ca-438b-a851-c7103dd4635a	Thomas Talbot, canon of the church of Hereford	canon of the church of Hereford				Clerical|Adjudicator	Clerical|Adjudicant						M
John de Bolyghop	HCM 2915		f3d848a5-30c8-4109-862e-536ce61b1ad9	f3d848a5-30c8-4109-862e-536ce61b1ad9	John de ae ° clerk of the diocese of Hereford.		John de Bolynghop'			Witness|Clerical	Clerical				Witness		M
Thomas Eseger de Ledbury	HCM 292		f3eab746-0fdc-4004-856c-86db979c59c5; 4a7e6639-31f8-4bc4-9c5c-56deda13abd0	07ca64ee-6859-44c2-8f9c-57dc547ad9a3	Thomas Eseze: son of William Eseger; Thomas Eseger	son of William Eseger de Ledbury 	he grants lands and tenements|Thomas Eseger son of William Esegar|presum related to Adam Eseger|this document = his will, or related to it--though he appears to be not dead yet|formerly; different Thomas Eseger to the one in doc? or is he here alive but making out his own will?			Lease-holder	Lease-holder	Parent			Witness		M
William Eseger I of Ledbury	HCM 292		997cf2d6-6795-4fd8-b2b7-a8849f90f5c8	0a2e5685-0f9d-4544-b727-0c5029b373fa	William Eseger, deceased	deceased	father to Thomas Eseger, and presumably also related to Adam Eseger			Dead						Dead	M
Robert atte Brugge de Kynnaston	HCM 292		216b7174-d76c-49a1-850f-dfee262e494c	216b7174-d76c-49a1-850f-dfee262e494c	° ate BrUgges	chaplain	Robert ate Brugge			Principal|Clerical	Clerical			Principal			M
Richard le Parker de Ledebury	HCM 292		4ec1c892-71ef-4d29-ac41-782f18d69bfd	26f0d4c7-c555-4d32-b244-3beac626acde	Richard le Parker de Ledebury		chaplain, as it William Lorkyns			Principal|Clerical	Clerical			Principal			M
John Thurban	HCM 292		e005b48a-238b-4dc2-8757-b6df048d3665	43c9b40e-0aa2-415c-9df0-6f3b5c7b4714	John Thurban					Witness					Witness		M
William atte Hulle de Putteleye	HCM 292		4bebb4e3-4d25-4380-bf29-719f3057fca0	4bebb4e3-4d25-4380-bf29-719f3057fca0	ill iam ate Hulle de Putteleye,		William ate Hulle de Putteleye			Principal|Clerical	Clerical			Principal			M
John Wynd	HCM 292		4d36d758-2d0e-45a5-9f27-c1149b700362	4d36d758-2d0e-45a5-9f27-c1149b700362	John #ynd		chaplain			Principal|Clerical	Clerical			Principal			M
