Number,Alternate Numbering,General Doc Type,C&E Doc Type,Given At,Given At Certainty,Earliest Date,Latest Date,DATE,Date notes,Given at_old,COMMENTS,QUOTE_TRANSCRIPTION
HCM 3005e,HCM 3005e,LETTER,LETTER,"Wigmore Abbey, Herefordshire",Documented,1324-07-19T00:00:00Z,,"1324, July 19",,monastery of Wyggemor',,"1324, July 19, LETTER"
HCM 1335,HCM 1335,LETTER,LETTER,"Hereford Cathedral, Chapter House",Suggested,1325-01-01T00:00:00Z,1375-12-31T00:00:00Z,mid 14th century,?mid 14th century,,letter from D&C of H,"?mid 14th century., LETTER"
HCM 1711,HCM 1711,LETTER,LETTER,"Avignon, France",Documented,1330-10-21T00:00:00Z,,"1330,  12 Kal. November October 21j",,Avignon,,"1330, 12 Kal. November October 21j, LETTER"
HCM 2686,HCM 2686,LETTER,LETTER,"Stanton Lacy, Shropshire, St Peter's church",Documented,1333-06-17T00:00:00Z,,"1333,  Thursday in the Feast of St. ,   Botuiph | June 17).",,Stanton,"nr Diddlebury Shropshire, so NOT Staunton on Wye","1333, Thursday in the Feast of St. ,  Botuiph | June 17)., LETTER"
HCM 1542,HCM 1542,LETTER,LETTER,"Hereford, Herefordshire",Suggested,1361-01-01T00:00:00Z,1366-12-31T00:00:00Z,"13..,  eireg 1361 - cireg 1366",approx,,13... [circa 1361-circa 1366] (date illegible)|appointment of proxy by HC Canon,"13.., eireg 1361 - cireg 1366, LETTER"
HCM 3199,HCM 3199,LETTER,LETTER,London,Documented,1375-10-25T00:00:00Z,1400-10-25T00:00:00Z,"L14th century,  Feast of Crispinus and Crispinianus Ldctober 25).","exact day, approx year",London,,"L14th century, Feast of Crispinus and Crispinianus Ldctober 25)., LETTER"
HCM 1415,HCM 1415,LETTER,LETTER OF APPEAL,"Hereford Cathedral, Chapter House",Documented,1282-04-06T00:00:00Z,,"1282, April 6",,,,
HCM 1414a-em,HCM 1414a-em,LETTER,LETTERS,"Orvieto, Italy",Documented,1282-08-28T00:00:00Z,,Nones of September in the yeaR 1282,,Orvieto,"(embedded doc), (embedded doc)","letters, Nones of September in the yeaR 1282"
RBLR 3005,RBLR 3005,LETTER,LETTERS OF COMMENDATION,"Hartlebury Castle Bishop's Manor, Worcestershire",Documented,1330-11-07T00:00:00Z,,1330.11.7,,Hartlebury,LETTERS OF COMMENDATION,"1330.11.7, Letters"
HCM 1435,HCM 1435,LETTER,LETTERS OF PATENT,"London, Westminster",Documented,1320-11-20T00:00:00Z,,"1320, November 20.",,Westminster,,added manually
HCM 1052,HCM 1052,LETTER,LETTERS PATENT,"Sugwas Court Bishop's Palace, Herefordshire",Documented,1283-10-10T00:00:00Z,,"1283,  Sunday the morrow of the Feast of Saint Dionisius [October 10]",,Sugwas,,"1283, Sunday the morrow of the Feast of Saint Dionisius [October 10],, LETTERS PATENT"
HCM 1656,HCM 1656,LETTER,LETTERS PATENT,"Warwick Castle, Warwickshire",Suggested,1288-09-11T00:00:00Z,,"1288,  soventer sexs after the Feast of the ,   Netivity of the Blessed Mary | September 11]",,,Bello Campo = Beauchamp| born & died at Elmley Castle Worcs. but from 1268 this res was secondary to Warwick Castle,"1288, soventer sexs after the Feast of the ,  Netivity of the Blessed Mary | September 11], LETTERS PATENT"
HCM 2251,HCM 2251,LETTER,LETTERS PATENT,RESEARCH,Uncertain,1314-09-26T00:00:00Z,,"1314, September 26",,,probably Westminster (or secondarily Tower of London) suggested on model of RB procurement of similar royal license; see CPR citation for prev doc?,"1314, September 26, LETTERS PATENT"
HCM 2260,HCM 2260,LETTER,LETTERS PATENT,"Kings Langley Palace, Hertfordshire",Documented,1316-03-21T00:00:00Z,,"1315/6,  March 21",,Langele,,"1315/6, March 21, LETTERS PATENT"
HCM 1327,HCM 1327,LETTER,LETTERS PATENT,"Nottingham Castle, Nottinghamshire",Documented,1327-11-05T00:00:00Z,,"1327, November 5",,Notyngham,"probably Nottingham Castle, important fortress and occasional royal residence in MAs","1327, November 5., LETTERS PATENT"
RBLR 2801,"RBLR 2801, HCM 1051",LETTER,LETTERS PATENT,London,Documented,1328-03-05T00:00:00Z,,1328.3.5,"1327/8,  March 5.",London,RBLR 2801=HCM 1051,"RBLR 2801, 1328.3.5, LETTERS PATENT"
RBLR 3001,"RBLR 3001, HCM 2165",LETTER,LETTERS PATENT,"Woodstock Castle, Oxfordshire",Documented,1330-03-20T00:00:00Z,,1330.3.20,,Woodstock (per Capes C&R 213-215),HCM 2165 = abstract of Capes 213-15 (which has Woodstock dating); Where is Ed III on this date?,"1330.3.20, LETTERS PATENT"
HCM 2259,HCM 2259,LETTER,LETTERS PATENT,RESEARCH,Uncertain,1330-12-10T00:00:00Z,,"1330, December 10",,,wherever King was on 1330.12.10,"1330, December 10,, LETTERS PATENT"
HCM 2248,HCM 2248,LETTER,LETTERS PATENT,RESEARCH,Uncertain,1331-10-11T00:00:00Z,,"1331,  October 11.",,,where was Ed III on this date?,"1331, October 11., LETTERS PATENT"
HCM 1624,HCM 1624,LETTER,LETTERS PATENT,RESEARCH,Suggested,1342-04-28T00:00:00Z,,"1342,  April 28.",,,wherever Ed III was on 4.28.1342 (Westminster?)|check CPR,"1342, April 28., LETTERS PATENT"
HCM 2290,HCM 2290,LETTER,LETTERS PATENT,RESEARCH,Uncertain,1346-02-01T00:00:00Z,,"1345/6,  February 1.",,,wherever King was on 1346.2.1? (check CPR for given at possibly?),"1345/6, February 1., LETTERS PATENT"
HCM 2452,HCM 2452,LETTER,LETTERS PATENT,RESEARCH,Uncertain,1351-06-02T00:00:00Z,,"1351, June 2",,,check CPR|where was king on 1351.6.2?|commission of Oyer & Terminer,"1351, June 2,, LETTERS PATENT"
HCM 1820,HCM 1820,LETTER,LETTERS PATENT,"London, Westminster",Documented,1355-01-29T00:00:00Z,,"1354/5,  January 29.",,Westminster,,"1354/5, January 29., LETTERS PATENT"
HCM 1441,HCM 1441,LETTER,PAPAL BULL,"Bordeaux, France",Documented,1305-08-23T00:00:00Z,,"1305,  10 Kal. September [August 23]",,Bordeaux,,"1305, 10 Kal. September [August 23], PAPAL BULL"
HCM 3162-em,HCM 3162-em,LETTER,PAPAL BULL,"Lyon, Auvergne-Rhône-Alpes, France",Documented,1306-01-01T00:00:00Z,,"kalends of January,  1305/06",,Lyons,"(embedded doc), (embedded doc)","papal bull, kalends of January, 1305/06"
HCM 1858,HCM 1858,LETTER,PAPAL BULL,"Avignon, France",Documented,1320-01-26T00:00:00Z,,"1319/20,  7 Kal. February |January 26|",,Avignon,,"1319/20, 7 Kal. February |January 26|,, PAPAL BULL"
HCM 1822,HCM 1822,LETTER,PAPAL BULL,"Avignon, France",Documented,1323-06-03T00:00:00Z,,"1323,  3 Non,  Junii |June 3|.",,Avignon,,"1323, 3 Non, Junii |June 3|., PAPAL BULL"
HCM 2270,HCM 2270,LETTER,PAPAL BULL,"Avignon, France",Documented,1327-11-04T00:00:00Z,,"1327,  2 Non. November | November 4",,Avignon,PAPAL BULL,"1327, 2 Non. November | November 4, BULL"
HCM 3155-em2,HCM 3155-em2,LETTER,PAPAL LETTER,"Montels, Hérault, France",Documented,1314-01-13T00:00:00Z,,"1314, January 13","printed in HRS p. 519-20, with given at of Montiliis, Carpentoratensis diocesis",,(embedded doc),letter
HCM 2837-em,HCM 2837-em,LETTER,PAPAL LETTERS,"Rome, Lateran Palace",Documented,1261-02-24T00:00:00Z,,"5 Kale Mareh,  7 Alexander IV",,the Lateran,Someone double check this date,"papal letters, 5 Kale Mareh, 7 Alexander IV"
RBLR 4806,RBLR 4806,LETTER,REPLY TO MANDATE,"Whitbourne Court Bishop's Manor, Herefordshire",Documented,1348-04-28T00:00:00Z,,1348.4.28,,Whytebourne,,"1348.4.28, reply"
HCM 1931-em,HCM 1931-em,LETTER,ROYAL LETTER,"Thundersley Manor (hunting lodge), Essex",Documented,1315-05-14T00:00:00Z,,14 May 1315,,Thonderlee,"(embedded doc), (embedded doc)","royal letter, 14 May 1315"
RBLR 2105,RBLR 2105,LETTER,ROYAL LETTER,"London, Westminster Palace|London, Tower of London",Documented|Documented,1321-02-24T00:00:00Z,,1321.2.24,,Westm’,Foedera Rot Rom Francia|Letter from King to Pope RE Cantilupe,1321.2.24
RBLR 3302,RBLR 3302,LETTER|RECEIPT,LETTER|RECEIPT,"Hereford, Herefordshire|Chew Court, Chew Magna, Somerset",Documented|Documented,1333-08-28T00:00:00Z,,1333.8.28,"letter written by RB at Hereford to Ralph BP of B&W (1333.8.28), received 3 nones Sept per BWRS p.151 #587?",Hereford,"letter written by RB at Hereford to Ralph BP of B&W (1333.8.28), received 3 nones Sept per BWRS p.151 #587?",1333.8.28
HCM 412,HCM 412,LETTERS OF ATTORNEY,LETTER OF ATTORNEY,"Hereford, Herefordshire",Documented,1314-07-19T00:00:00Z,,"1314,  Friday next before the Feast of St. Margaret the Virgin [July 19]",,Hereford,,"1314, Friday next before the Feast of St. Margaret the Virgin [July 19], LETTER OF ATTORNEY"
HCM 530,HCM 530,LETTERS OF ATTORNEY,LETTERS OF ATTORNEY,"Radford, Worcestershire",Documented,1297-05-11T00:00:00Z,,"1297,  Sunday next after the Feast of Ste   John snte nortem latina (May 12).",,Redeford,be sure to distinguish Redeford (Radford Worcs) from Rodeford (Rudford Glos.),"1297, Sunday next after the Feast of Ste   John snte nortem latina (May 12)., LETTERS OF ATTORNEY"
HCM 1055,HCM 1055,LETTERS OF ATTORNEY,LETTERS OF ATTORNEY,"Bosbury Palace Bishop's Manor, Herefordshire",Documented,1301-08-12T00:00:00Z,,"1301,  Saturday next after the Feast of Saint Laurence the martyr | August 12]",,Bosebury,,"1301, Saturday next after the Feast of Saint Laurence the martyr | August 12], LETTERS OF ATTORNEY"
HCM 422,HCM 422,LETTERS OF ATTORNEY,LETTERS OF ATTORNEY,"Gloucester, Gloucestershire",Documented,1303-06-02T00:00:00Z,,"1303,  Holy rinity dey June 2",,Gloucester.,LETTERS OF ATTORNEY,"1303, Holy rinity dey June 2,, SS SS"
HCM 1077-em,HCM 1077-em,LETTERS OF ATTORNEY,LETTERS OF ATTORNEY,"Hereford Cathedral, Chapter House",Documented,1309-10-25T00:00:00Z,,Saturday next before the Feast of the Apostles Simon and Judas in the year 1309,,chapter of Hereford,"(embedded), (embedded doc)","letters of attorney, Saturday next before the Feast of the Apostles Simon and Judas in the year 1309"
RBLR 2701,RBLR 2701,LETTERS OF ATTORNEY,LETTERS OF ATTORNEY,"London, Westminster",Documented,1327-03-24T00:00:00Z,,1327.3.24,,,Letters of Attorney,"1327.3.24, letters"
HCM 637,HCM 637,LETTERS OF ATTORNEY,LETTERS OF ATTORNEY,"Hereford, Herefordshire",Documented,1333-09-09T00:00:00Z,,13335 Thursdey next after the Feast of the Nativity of the Virgin Mary | September 9],,Hereford,1333,"13335 Thursdey next after the Feast of the Nativity of the Virgin Mary | September 9], LETTERS OF ATTORNEY"
RBLR 4405,RBLR 4405,LETTERS OF ATTORNEY,LETTERS OF ATTORNEY,"Farnham Castle, Surrey",Documented,1344-03-31T00:00:00Z,,1344.3.31,,ut supra,Letters of Attorney,"1344.3.31, appoints"
RBLR 4504,RBLR 4504,LETTERS OF ATTORNEY,LETTERS OF ATTORNEY,"Farnham Castle, Surrey",Suggested,1345-07-18T00:00:00Z,,1345.7.18<,,,APPOINTMENT,"1345.7.18<, appoint"
HCM 1708,HCM 1708,LETTERS OF ATTORNEY,LETTERS OF ATTORNEY,"Gloucester, Gloucestershire",Documented,1360-10-16T00:00:00Z,,"1360,  October 16.,",,Gloucester.,,"1360, October 16., LETTERS OF ATTORNEY"
RBLR 2001,RBLR 2001,LETTERS OF PROTECTION,LETTERS OF PROTECTION,"London, Westminster",Documented,1320-02-28T00:00:00Z,,1320.2.28,,York,"PROTECTION (but unclear whether ""with clause"" or otherwise, since the lead doc (our page is a continuation of much longer entry which just says, ""the like"") isn't pdf'ed here","1320.2.28, The like"
RBLR 2502,RBLR 2502,LETTERS OF PROTECTION,LETTERS OF PROTECTION,"Dover, Kent|Dover Castle, Kent",Documented|Suggested,1325-09-05T00:00:00Z,,1325.9.5,,Dover,Letters of protection (with or w/o clause?)|CPR,"1325.9.5, Protection as above"
RBLR 3203,RBLR 3203,LETTERS OF PROTECTION,LETTERS OF PROTECTION,"Stamford Castle, Lincolnshire",Documented,1332-04-23T00:00:00Z,,1332.4.23,,Stamford,"OCR transcription was from wrong doc: Places now updatedd, but still need to replace All People data with CPR 1332.04.23 p.277-278, Letters of Protection given at Stamford, beginning at ""The like for the following"" (bottom p.277) through ""Reginald de la More"" (top p.278)",1332.4.23
RBLR 1902,RBLR 1902,LETTERS OF PROTECTION,PROTECTION WITH CLAUSE,"York, Yorkshire",Documented,1319-01-18T00:00:00Z,,1319.1.18,,York,CPR|which clause? prev doc = nolumus,"1319.1.18, Protection, with clause"
RBLR 2104,RBLR 2104,LETTERS OF PROTECTION,PROTECTION WITH CLAUSE VOLUMUS,"London, Westminster",Documented,1321-02-22T00:00:00Z,,1321.2.22,,Westminster,,"1321.2.22, Protection with clause volnmus"
RBLR 3101,RBLR 3101,LETTERS OF PROTECTION|LETTERS OF ATTORNEY,LETTERS OF PROTECTION WITH CLAUSE VOLUMUS|LETTERS OF ATTORNEY,"London, Westminster",Documented,1331-01-16T00:00:00Z,,1331.1.16,,Westminster,,"1331.1.16, Protection with clause volumus"
RBLR 2501,RBLR 2501,LETTERS OF PROTECTION|LETTERS OF ATTORNEY,LETTERS OF PROTECTION|LETTERS OF ATTORNEY,"Langdon Abbey, Kent|Tower of London (endorsed)",Documented|Documented,1325-09-04T00:00:00Z,1325-09-05T00:00:00Z,1325.09.04-1325.09.05,"""tower of London"" in margin = enrollment of these planning docs in Foedera 604-605; earliest bit = 1325.8.21 at Sturry, Kent, our bit = given at Langdon (Langdon Abbey Kent) on 1325.09.04, day before both party's departure at Dover & doc's endorsement at Tower",Turr. Lond.|Langedon,"Letters of Protection & Letters of Attorney for those going to France in the royal party|Foedera Rot Rom & Fr|first bits of doc dated 1325.8.21, ours = 1325.9.4, whole group enrolled at Tower of London 1325.9.5","1325.8.21, protectione, literas Regis de attornatu"
RBLR 3201,RBLR 3201,LETTERS OF PROXY,APPOINTMENT OF PROCTOR,"Hartlebury Castle Bishop's Manor, Worcestershire",Documented,1332-01-14T00:00:00Z,,1332.1.22,,Hartlebury,APPOINTMENT,"1332.1.22, appoints"
RBLR 1818,RBLR 1818,LETTERS OF PROXY,APPOINTMENT OF PROCTOR FOR PAPAL OATH,"Rue in Ponthieu, Somme, Hauts-de-France",Documented,1318-07-29T00:00:00Z,,1318.7.29,,superius contentis.,Appointment as Proxy|Project RBLR Completion,"1318.7.29, ALIUD PROCURATORIUM"
RBLR 1817,RBLR 1817,LETTERS OF PROXY,APPOINTMENT OF PROCTORS,"Rue in Ponthieu, Somme, Hauts-de-France",Documented,1318-07-29T00:00:00Z,,1318.7.29,,Rue in Pontinio,Appointment as Proctor|Project RBLR Completion,"1318.7.29, PROCURATORIUM"
RBLR 2106,RBLR 2106,LETTERS OF PROXY,APPOINTMENT OF PROCTORS,"Bosbury Palace Bishop's Manor, Herefordshire",Documented,1321-11-29T00:00:00Z,,1321.11.29,,Bosebury,Appointment as Proxy,"1321.11.29, PROCURATORIUM"
RBLR 4401,RBLR 4401,LETTERS OF PROXY,APPOINTMENT OF PROCTORS,"Farnham Castle, Surrey",Documented,1344-03-31T00:00:00Z,,1344.3.31,,Farnham,Appointment of Vicars General,"1344.3.31, Appointment"
RBLR 4404,RBLR 4404,LETTERS OF PROXY,APPOINTMENT OF PROCTORS,"Farnham Castle, Surrey",Documented,1344-03-31T00:00:00Z,,1344.3.31,,ut supra,Appointment as Proctor,"1344.3.31, Appointment"
RBLR 4602,RBLR 4602,LETTERS OF PROXY,APPOINTMENT OF PROCTORS,"Whitbourne Court Bishop's Manor, Herefordshire",Documented,1346-04-22T00:00:00Z,,1346.4.22,,Whytebourne,,"1346.4.22, Appointment"
RBLR 3403,RBLR 3403,LETTERS OF PROXY,APPOINTMENT OF PROCTORS FOR ENTHRONEMENT,"Lambeth Palace, London",Documented,1334-04-06T00:00:00Z,,1334.04.06,,,Project RBLR Completion,
RBLR 3705,RBLR 3705,LETTERS OF PROXY,APPOINTMENT OF PROXIES FOR INSTITUTIONS TO BENEFICES,RESEARCH,Uncertain,1337-07-28T00:00:00Z,unknown,"1337.7.28<, 1337.7.28<",,,date = when TCharlton departs to serve as Justiciar of Ireland; MS rubric notes proxies who'll perform benefice induction,"RBLR 3705, 1337.7.28<, 1337.7.28<, Institution to Benefices"
RBLR 2203,RBLR 2203,LETTERS OF PROXY,APPOINTMENT OF SUBSTITUTE PROCTOR,"Prestbury Moat Bishop's Manor, Gloucestershire",Documented,1322-03-19T00:00:00Z,,1322.3.19,,Prestebury,appointment of substitute proctor,"1322.3.19, SUBSTITUCIO"
HCM 2595,HCM 2595,LETTERS OF PROXY,LETTER OF PROXY,London,Documented,1310-03-17T00:00:00Z,,"1309/10,  Tuesday next before the Feast of St. Edward,  king and martyr [March 17]",,London,,"1309/10, Tuesday next before the Feast of St. Edward, king and martyr [March 17], LETTER OF PROXY"
HCM 2819-em2,HCM 2819-em2,LETTERS OF PROXY,LETTER OF PROXY,"Lyre Abbey, La Vieille-Lyre, Normandy, France",Suggested,1349-05-10T00:00:00Z,,"1349,  any 10",,monastery of St. Mary of lyre in the diocese of  Evreux,"(embedded doc 2)|May 10, 1349|proxy appt by Abbot of Lyre","1349, any 10, Letter of per"
HCM 2819-em1,HCM 2819-em1,LETTERS OF PROXY,LETTER OF PROXY,"Gloucester, St Peter's Abbey",Suggested,1352-11-14T00:00:00Z,,"1352,  Wednesday next after the Feast of St. Martin,   Bishop and Confessor |i.e,  Nov. 14)",,St,(embedded doc 1)|letter of proxy appt by Gloucester St Peters,"1352, Wednesday next after the Feast of St. Martin,  Bishop and Confessor |i.e, Nov. 14), Letter of proxy"
HCM 1754,HCM 1754,LETTERS OF PROXY,LETTERS OF PROXY,"Worcester Cathedral, Chapter House",Documented,1314-07-03T00:00:00Z,,"1314,  5 Non. July [July 3].",,chapter-house at Worcester,,"1314, 5 Non. July [July 3]., LETTERS OF PROXY"
HCM 3010,HCM 3010,LETTERS OF PROXY,LETTERS OF PROXY,"Dore Abbey, Golden Valley, Herefordshire",Documented,1324-07-30T00:00:00Z,,"1324,  3 Kal. August | July 30.",,monastery of Dora,,"1324, 3 Kal. August | July 30., LETTERS OF PROXY"
RBLR 5004,RBLR 5004,LETTERS OF PROXY,LICENSE TO APPOINT PROCTOR,RESEARCH,RESEARCH,,,1350.11.20,,,Project RBLR Completion,
HCM 2797,HCM 2797,LETTERS OF PROXY,TRANSCRIPTS OF LETTERS OF PROXY,"Orvieto, Italy",Documented,1282-11-27T00:00:00Z,,"1282,  5 Kal. December November 27",,Orvieto,"date of transcripts, (doc = transcripts of Letters of Proxy)","1282, 5 Kal. December November 27,, TRANSCRIPTS, letters of  proxy"
RBLR 3704,RBLR 3704,LICENSE FOR ALIENATION,LICENSE FOR ALIENATION,"London, Westminster, Court of Chancery",Documented,1337-03-10T00:00:00Z,,1337.3.10,,,OCR incomplete|PRO C 143/238/1,"RBLR 3704, 1337.3.10 [*]"
RBLR 3001-em,"RBLR 3001-em, HCM 2165-em",LICENSE FOR ALIENATION,LICENSE FOR ALIENATION IN MORTMAIN,"London, Westminster",Suggested,1327-11-05T00:00:00Z,,"1327, November 5",,check CPR for 1327.11.05?|orig grant see Capes C&R 208-209 (@Kilpeck),"HCM 2165-em|(embedded doc), License for alientation in mortmain|(embedded doc)","5 November 1327, alienation in mortmain"
RBLR 3601,RBLR 3601,LICENSE FOR ALIENATION,LICENSE FOR ALIENATION IN MORTMAIN,"London, Tower of London",Documented,1336-04-15T00:00:00Z,,1336.4.15,,"London, Tower of London","RBLR 3601 =upper portion = paragraph beginning ""license for alienation in mortmain by RB prebendery of Norton""|RBLR 3602 = second paragraph, starting the same ""license etc"" but has ""RB clerk""| so, two docs on same day, both ""alienations"", both at Tower|the Nich de Flisco bit preceding = not part of either but got attached during entity labeling",
RBLR 3602,RBLR 3602,LICENSE FOR ALIENATION,LICENSE FOR ALIENATION IN MORTMAIN,"London, Tower of London",Documented,1336-04-15T00:00:00Z,,1336.4.15,,"London, Tower of London","RBLR 3602 = lower portion (ALSO beginning ""license for the alienation in mortmain"" but has ""RB clerk"")| so, two docs on same day, both ""alienations"", both at Tower|the Nich de Flisco bit preceding = not part of either but got attached during entity labeling","RBLR 3602, 1336.4.15, Licence for the alienation in mortmain, Licence for the alienation in mortmain"
RBLR 3701,RBLR 3701,LICENSE FOR ALIENATION,LICENSE FOR ALIENATION IN MORTMAIN,"London, Tower of London",Documented,1337-01-12T00:00:00Z,,1337.1.12,,"London, Tower of London",CPR|endorsement = Hereford,"1337.1.12, Licence for the alienation in mortmain"
RBLR 3703,RBLR 3703,LICENSE FOR ALIENATION,LICENSE FOR ALIENATION IN MORTMAIN,"London, Westminster",Documented,1337-03-10T00:00:00Z,,1337.3.10,,Westminster,CPR|endorsement = Hereford,"1337.3.10, Licence for the alienation in mortmain"
RBLR 3605,RBLR 3605,LICENSE FOR ALIENATION,LICENSE TO ACQUIRE IN MORTMAIN,"Doncaster, Yorkshire",Documented,1336-12-23T00:00:00Z,,1336.12.23,,Doncaster,CPR,"1336.12.23, Licence"
RBLR 0701,RBLR 0701,LIST OF WITNESSES,LIST OF WITNESSES,Hereford Cathedral,Documented,1307-11-13T00:00:00Z,,1307.11.13,,,Project RBLR Completion|list of those in attendance on last day of inquiry at H into life & miracles of T Cantilupe; RB listed among cathedral subdeacons,"RBLR 0701, 1307.11.13"
RBLR 2107-em1,RBLR 2107-em1,MANDATE,ARCHBISHOP'S MANDATE,"Lambeth Palace, London",Documented,1321-09-14T00:00:00Z,,1321.9.14,Lambeth = 18 kalends October = 1321.9.14,,"there are TWO emdedded doc in RBLR 2107 (-em1 @ Lambeth, -em2 @ Stepney)",
RBLR 2107-em2,RBLR 2107-em2,MANDATE,ARCHBISHOP'S MANDATE,"Stepney Bishop's Hall, Middlesex",Documented,1321-11-23T00:00:00Z,,1321.11.23,Stepney = 17 kalends Dec i.e. 1321.11.23,,,
RBLR 4407,RBLR 4407,MANDATE,BISHOP'S MANDATE|ARCHBISHOP'S MANDATE,"Farnham Castle, Surrey|Stepney Bishop's Hall, Middlesex",Documented|Documented,1344-05-02T00:00:00Z,,1344.5.2,,Farnham,"decided against adding embedded doc from Archbp at Stebbenhethe (5 kalends May), since there are several of little/no substance","1344.5.2, Mandate"
HCM 1900,HCM 1900,MANDATE,MANDATE,"Gloucester, Gloucestershire",Documented,1283-04-11T00:00:00Z,,"1283,  Palm Sunday April 11",,Gloucester.,,"1283, Palm Sunday April 11,, MANDATE"
