Document Number,Normalized text,QUOTE_TRANSCRIPTION,Alternate Numbering,UUID,Person ID,Supplemental naming,COMMENTS,TAGS,Unhandled Tags 2,Clerical?,Patronymic?,Named by,Scribe,Principal,Witness,Dead,Gender
HCM 2687,Walter Carles,Walter Carles,,119f2622-afd6-447e-b9cd-84d038aef43e,30cc8c7e-d07b-42c0-bb7e-60aad2809e23,,"fellow subcollector, with Philip de la More",Principal|Clerical|Agent,Agent,True,,,,Principal,,,M
HCM 2687,Pope John XXII,Pope John XXII3,,2916c4c5-8cdd-47b6-ad95-d166dfde3a56,315f9317-8b80-47ff-a6f9-7fa534a50ef8,,,,,,,,,,,,
HCM 2687,rector of Lugwardyn,The rector of the church of Lugwardyn in the said diocese,,a6ea2c07-ff69-4214-a6ac-969cfc063759,3c5ede65-fec9-4867-9823-6c404f716a98,rector of Lugwardyn,,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2687,Philip de la More,"Philip de la More, clerks, sub- collectors",,40f22196-2fc8-409a-ad31-2073cfec919a,a6e638ef-0f9b-4e4b-8fa6-0be288356796,"clerks, sub- collectors",fellow subcollector with Walter Carles,Principal|Clerical|Agent,Agent,True,,,,Principal,,,M
HCM 2688,John Bardulf,"John Bardulf, perpetual vicar of the church of Logwardyny",,86224b98-c5e8-4797-8d29-2295207112f0,b2923671-12d8-4a16-9e65-b0c516580846,perpetual vicar of the church of Lugwardyn,,Principal|Clerical,,True,,,,Principal,,,M
HCM 2688,dean and chapter of Hereford,Dean and chapter of the cathedral church of Hereford,,2ae7c4a9-68c4-47b8-a6aa-e7c7eb9fbcb1,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2688.A,Gerard de Tilheto,Gerard \de Tilheto,,35cc7267-6114-4e33-a99e-476a830832ae,35cc7267-6114-4e33-a99e-476a830832ae,,formerly archd of Wiltshire (Salisbury),Dead|Clerical,,True,,,,,,Dead,M
HCM 2688.A,John de Whitchurch,"archdeaconate of Wiltshire, diocese of Salisbury",,39f597d9-a134-4260-9338-9f8d89a0d2b5; 558fc43c-c07a-4e5a-98de-b043f31e97f8,39f597d9-a134-4260-9338-9f8d89a0d2b5,archdeacon of Wiltshire diocese of Salisbury,10 January 1333 – 30 June 1343 (exch.): John de Whitchurch; appted Archd of Wiltshire (Salisbury),Clerical|Office,,True,,Office,,Principal,,,M
HCM 2689,King Edward III,king  of England,,4e719d1e-7fed-45cc-8a3b-ae64277d7194,518568ab-fc48-4fe9-9c26-659db6090111,,,Principal,,,,,,Principal,,,M
HCM 2689,Richard abbot of Wigmore,"Richard, abbot of Wyggemor', collector",,3baa1498-41b1-4202-ad11-dd05502b5320,ae9b574e-e52d-46ec-a68e-697e131533ea,abbot of Wigmore|collector,(frater),Principal|Clerical|Agent,Agent,True,,,,Principal,,,M
HCM 2689,dean and chapter of Hereford,Dean end chapter of the ecsthedral church of Hereford,,c23773aa-29ca-40d1-80d7-6fd21d3ecd2b,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2690,John de Trillek,"John de Trillek', bishop of Hereford",,016fb7b9-7405-460f-baf5-6ab6833aabf8,60d3ffe2-5bb4-48a4-91de-484a580e94d0,bishop of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 2690,John de Gayton,John de Gayton',,23abf782-6f3b-47ad-b48b-7ebec9072297,81aa0601-1e7e-4d99-86f5-f50dcfc6fc8f,,,Principal,,,,,,Principal,,,M
HCM 2690,dean and chapter of Hereford,dean and chapter of the church of St. Ethelbert of Hereford,,b1951055-720f-4b96-9a01-3b370d2c0874,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Witness|Clerical|Collective,,True,,Collective,,Principal,Witness,,M
HCM 2690-em,John de Ew,John de Oo,,bf4d63b9-51e7-4827-a931-439838a4b044,20bc2155-740d-4c20-bb6f-cfee7f8f2131,,John de Ew,Witness|Clerical,,True,,,,,Witness,,M
HCM 2690-em,John Rees,Reed ster oO Rees,,318fab26-0031-4ff2-a5f3-89829bba10c9,2ca8ee99-adb0-4ae0-b662-9eddaf7e1242,,John Rees (magister),Witness|Clerical,,True,,,,,Witness,,M
HCM 2690-em,John de Trillek,"John de Trillek', bishop of Hereford,",,50fa021b-d88d-415d-aa89-6771e6de2ab1,60d3ffe2-5bb4-48a4-91de-484a580e94d0,bishop of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 2690-em,Roger de Breynton,Roger de Breynton,,65e927ff-2551-425c-9d60-c6db255555a3,724d1018-4ff9-463e-a762-59080c540d53,,,Witness|Clerical,,True,,,,,Witness,,M
HCM 2690-em,John de Gayton,John de Gayton',,59ed6b85-3c5f-495c-a2f2-0738a006390e,81aa0601-1e7e-4d99-86f5-f50dcfc6fc8f,,,Principal,,,,,,Principal,,,M
HCM 2690-em,William Russel de Fownhope,william de Fowehope,,046fd50a-8fce-40b4-9306-e7fa2a62837c,d4492a5c-86af-4b69-b09a-c8ab2eab458f,magister,(magister),Witness|Clerical,,True,,,,,Witness,,M
HCM 2690-em,John Prophete,Profit,,ddd3bf55-52dd-4f33-94f0-f24f8df25382,ddd3bf55-52dd-4f33-94f0-f24f8df25382,,John Profit (magister),Witness|Clerical|Scribe,,True,,,Scribe,,Witness,,M
HCM 2691,Simon de Islip,"Simon, erchbishop of Canterbury",,4e3b2bcf-d651-4d12-b36c-f51b703e79e7,4e3b2bcf-d651-4d12-b36c-f51b703e79e7,archbishop of Canterbury 1349-1366,,Principal|Clerical,,True,,,,Principal,,,M
HCM 2691,prior and convent of St Guthlac's Hereford,"Prior and convent of St, Guthlac(?), Hereford, | collectors",,8ef0aed9-3025-4dbf-a78d-aea14cfa165b,91d218cd-b7b2-4a8c-86b0-fc324bdbb6d5,prior and convent of St Guthlac's Hereford|subcollectors,,Principal|Clerical|Collective|Agent,Agent,True,,Collective,,Principal,,,M
HCM 2691,apostolic see,apostolic see,,94d68fa9-fcf8-4de6-83f5-7ff311a21441,a505f734-2a3c-4641-bf66-3153bfbdf9e4,,,Office,,,,Office,,,,,M
HCM 2691,dean and chapter of Hereford,Dean and chapter of the cathedral church of Hereford,,26bc0dee-f179-468a-9c90-4d5edaaad937,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2699,John Mangeaunt prior of St Guthlac's Hereford,"John Mangeaunt, prior of St. Guthlac's, Hereford, subcollector",,4195c153-9a22-4980-8c20-37217d4fbd06,4195c153-9a22-4980-8c20-37217d4fbd06,prior of St Guthlac's Hereford|sub-collector,,Principal|Clerical|Agent,Agent,True,,,,Principal,,,M
HCM 2699,King Edward III,the king,,0381c7a3-3a33-4d07-8f1a-d02e9088f2f5,518568ab-fc48-4fe9-9c26-659db6090111,,,Principal,,,,,,Principal,,,M
HCM 2699,dean and chapter of Hereford,Dean and chapter of the cathedral church of Hereford,,24afbdfe-491d-44ac-9a8c-ba2be0bc5fa5,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2700,Roger de Seuenak magister,"Roger de Sevensk', canon of Hereford;",,b9f22638-cad2-4f05-86b6-cf6abbb20ff4,3019bd14-950a-42e8-acd4-f77153a37e57,canon of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 2700,dean and chapter of Hereford,Dean and chapter of the chureh of Hereford,,61eddf62-e1ff-4f61-9065-3bab0c4ae19e,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2701,William the Young de Fostone,"William called the Young, chaplain, on behalf ° dean and chapter.",,59cc2094-5f32-4279-a531-e1dd7340808e,0934414c-edea-4554-bf76-dc141f3d2e5c,"chaplain, on behalf ° dean and chapter.",,Agent|Clerical,Agent,True,,,,,,,M
HCM 2701,dean and chapter of Hereford,dean and chapter.,,a35673b8-3276-40cc-8bfa-87b8a9b40cf4,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,D & C of Hereford,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2701,John de Aqua Blanca,"John de Aqua Blenea, dean of Hereford",,5f00be4a-1102-4eae-8115-8f7a62efc7e2,e4da2937-dc23-4b2e-b432-4316fb4b3171,dean of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 2702,William the Young de Fostone,"William the chaplein, their receiver",,4ad330ee-9e2d-45f6-b94d-045cde5abe9a,0934414c-edea-4554-bf76-dc141f3d2e5c,their receiver,of D&C of H|1297,Agent|Clerical,Agent,True,,,,,,,M
HCM 2702,Adam de Kingishemed,Adam de Kyngishem's,,7ab0b890-a7fb-4a53-874c-2b671633ae21,558cd63c-30f3-46e3-81ea-6faa04746178,,,Principal,,,,,,Principal,,,M
HCM 2702,dean and chapter of Hereford,"Dean and chapter of Hereford,",,17494372-764c-4d56-b758-ae0582ecb793,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2703,William the Young de Fostone,"William the chaplain, their receiver",,66ca66a2-d7d4-48eb-8a73-7c920b740165,0934414c-edea-4554-bf76-dc141f3d2e5c,their receiver,1299,Agent|Clerical,Agent,True,,,,,,,M
HCM 2703,dean and chapter of Hereford,Dean and chapter of Hereford,,eb081c33-7836-415e-9f0f-9fa278c99996,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2703,John le Secular,John le Seculer,,e0c397d7-4288-442e-9fdb-bb43f43d8130,ce6340fa-71ec-4d40-baa0-b99484fe2778,,,Principal,,,,,,Principal,,,M
HCM 2704,William the Young de Fostone,"William called the Young, their receiver.",,58f48cd9-5661-47a9-95c2-028803049e30,0934414c-edea-4554-bf76-dc141f3d2e5c,their receiver,for hereford D&C,Agent|Clerical,Agent,True,,,,,,,M
HCM 2704,Adam de Kingishemed,Adam de Kingishemed';,,e4d15c24-513c-41a5-adbc-41368fee7c58,558cd63c-30f3-46e3-81ea-6faa04746178,,,Principal,,,,,,Principal,,,M
HCM 2704,dean and chapter of Hereford,Dean and chapter of the church of Hereford,,069de609-59a6-42b7-a848-c1613258c654,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Collective|Clerical,,True,,Collective,,Principal,,,M
HCM 2705,William the Young de Fostone,"wiliiem the Young, chseplain",,2d90d28d-54dd-440a-8886-f575d5b68a20,0934414c-edea-4554-bf76-dc141f3d2e5c,chseplain,,Principal|Clerical,,True,,,,Principal,,,M
HCM 2705,John de Bromfeld,John de Bromfl_eldj a,,23778af9-49c8-4fc4-85a0-1c2a1d059d1a,29a76b39-50d2-413e-be92-96f83a736e36,,,Agent|Principal,Agent,,,,,Principal,,,M
HCM 2705,John de la Felde,. John de la vec,,edb08f45-44b5-451d-88f4-c357dd0207c3,8c0a8469-c649-4985-947b-e6bc21844f83,,John de la Felde,Principal,,,,,,Principal,,,M
HCM 2705,dean and chapter of Hereford,dean and chapter,,f4d61468-3dd9-44cc-bc61-d9fde0d1faea,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2705,John le Secular,John le Secvler,,adfe9012-2cf1-4488-b68e-7d621728c734,ce6340fa-71ec-4d40-baa0-b99484fe2778,,,Principal|Agent,Agent,,,,,Principal,,,M
HCM 2706,Roger de Canterbury,treasurer of the church of Hereford,,408b4b4a-8c06-49f4-b213-e23b943e45c1,408b4b4a-8c06-49f4-b213-e23b943e45c1,treasurer of Hereford,1300.1.15-1303.6.1,Office,,,,Office,,,,,M
HCM 2706,William Valet,"Williom Valet, sub-treasurer of the church of Hereford;",,d728d545-0690-4f15-abc5-2cf7e62baa8a,6c1b8ad5-6c9c-4c18-8200-be3c049fc59b,subtreasurer of the church of Hereford,,Principal|Agent|Clerical,Agent,True,,,,Principal,,,M
HCM 2706,dean and chapter of Hereford,Dean and chapter of the aforesaid church,,ad824c67-2d2d-4b17-8a9d-995fecae201b,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2707,William the Young de Fostone,"Will called the Young, their receiver.",,269b5909-6c05-4e5c-a5a9-57e346b663d5,0934414c-edea-4554-bf76-dc141f3d2e5c,their receiver,of D&C of H,Agent|Clerical,Agent,True,,,,,,,M
HCM 2707,William de Hennor,William de Henor's,,4f8bb791-053e-428a-a7dc-e4da00993e97,6da41888-caae-47c2-be6f-bdc1a45e65cf,,,Principal,,,,,,Principal,,,M
HCM 2707,dean and chapter of Hereford,Dean and ort bang of the church of Hereford,,c56890d3-f1c1-4479-82c8-57f105d6580b,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2708,King Edward I,King’,,a8916900-6f79-428a-8afc-0df97f4ff9d0,05626e2f-1307-4e90-a6fb-689d37bf534b,,,,,,,,,,,,
HCM 2708,Richard Gravesend,"Richard \Gravesend|, bishop of London, collector",,e39fc697-a221-44a9-91f5-9a599bba0923,0de32812-cca3-49fe-98d2-f18cf41d9d86,"bishop of London, collector","fellos collector with Barth de Ferentin, canon of london",Principal|Clerical|Agent,Agent,True,,,,Principal,,,M
HCM 2708,Pope Boniface VIII,Pope Bonifsce VIII,,3a708547-9944-4814-a257-53a31367eb01,5b696a1f-719e-48f9-b9b4-f6cc59eb6bc4,,,Clerical,,True,,,,,,,M
HCM 2708,John Bonichi de Senis,"John Bonichi de Senis, commissary of mazister Bartholomew",,7c5d2beb-b291-4880-b5bd-0b479438101b,7c5d2beb-b291-4880-b5bd-0b479438101b,commissary of mazister Bartholomew,"clerical, surely?",Principal|Agent|Clerical,Agent,True,,,,Principal,,,M
HCM 2708,John Droxford,"John de Drokenesford, Keeper of the King’s o",,32c3259f-ec32-47cd-8e88-548fbeb1f705,9df877d4-e8b0-4c08-b7bf-630bf52ba0e4,Keeper of the King’s Wardrobe,Keeper of the King's Wardrobe,Agent,Agent,,,,,,,,M
HCM 2708,dean and chapter of Hereford,"Dean emi chapter of Hereford, sub-collectors,",,4da2549d-a5ca-4f06-821c-86b05f457866,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,subcollectors,,Principal|Clerical|Collective|Agent,Agent,True,,Collective,,Principal,,,M
HCM 2708,Bartholomew de Ferentin,"barvholonet de Ferentin', canon of London",,04434956-04e0-4151-9aa1-c6eb69343243,ffa106a5-861d-4d0f-8305-1c68ad73658e,canon of London,"fellow collector with Richarc Gravesend, Bp of London",Principal|Clerical|Agent,Agent,True,,,,Principal,,,M
HCM 2709,William the Young de Fostone,"William called the Young, chaplain",,8ac4e68b-7b29-470e-86e5-727f4eb0d6f3,0934414c-edea-4554-bf76-dc141f3d2e5c,chaplain,,Agent|Clerical,Agent,True,,,,,,,M
HCM 2709,William de la Gare,treasurer of the aforesaid church,,0dfc17ac-b29f-48b3-88ba-e29da2be6dfe,0dfc17ac-b29f-48b3-88ba-e29da2be6dfe,treasurer of Hereford,1303.6.1-1304.3.24,Office|Principal|Clerical,,True,,Office,,Principal,,,M
HCM 2709,William Valet,"William Valet, chaplain, vicar in the church of Hereford;",,7ae46dc7-da1f-4894-bac3-de9b0be344c0,6c1b8ad5-6c9c-4c18-8200-be3c049fc59b,"chaplain, vicar in the church of Hereford;","is he the sub-treasurer, then?",Principal|Clerical,,True,,,,Principal,,,M
HCM 2709,dean and chapter of Hereford,"Dean and chapter of the church of Hereford,",,876399fe-4653-49e0-972f-7ea0b8e814cf,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 271,William Doddemor',William Doddemor',,014dbfd0-4545-41c7-81cb-bd1f2b71af06,014dbfd0-4545-41c7-81cb-bd1f2b71af06,,"cf p. 126 (1st half 13th), St Peter's Glouc; also cf Adam de Doddemore, doc w/Gilbert de Lacy, land at manor of Staunton",Witness,,,,,,,Witness,,M
HCM 271,Reginald de Ludlow,Reginald son of “tephen de Lodelawe,,2061d369-6377-46df-a115-4685f873d668,2061d369-6377-46df-a115-4685f873d668,son of Stephen de Lodelawe,RE mill in Hope Bagard,Principal,,,,Parent,,Principal,,,M
HCM 271,Nicholas Dehintes,Nicholas dehintes,,61a33703-6b5c-4950-8f64-ebe3b253395a,61a33703-6b5c-4950-8f64-ebe3b253395a,,vicinity Hope Bagard,Witness,,,,,,,Witness,,M
HCM 271,Stephen de Ludlow,“tephen de Lodelawe;,,7dcc32e8-472e-46cb-ac7f-7552a3077b3d,7dcc32e8-472e-46cb-ac7f-7552a3077b3d,,Stephen|father to Reginald,Patronymic,,,True,,,,,,M
HCM 271,John de Chayham,"John de Chayham, clerk",,9164b53e-7d06-4b9b-970b-fac5ca61f529,9164b53e-7d06-4b9b-970b-fac5ca61f529,clerk,,Witness|Clerical,,True,,,,,Witness,,M
HCM 271,Richard Body of Hope Bagard,"Richard Bodi,",,a4081635-f0a7-4a92-b4b0-6ffee6d51230,a4081635-f0a7-4a92-b4b0-6ffee6d51230,,"mill in Hope Bagard (Shropshire), nr Clee Hill, e of Ludlow",Witness,,,,,,,Witness,,M
HCM 271,William Pigin,William Pigin,,ac4003fc-d5eb-4acd-9136-5e76a67b15ce,ac4003fc-d5eb-4acd-9136-5e76a67b15ce,,"cf Thomas, Richard Pigoun p.864, 852; later, Pigage p.964 etc",Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 271,Henry le Moneur,Henry le Moneur,,bba69ca4-a5e6-47b1-942b-39ce76339d94,bba69ca4-a5e6-47b1-942b-39ce76339d94,,"moneur = minter, moneychanger",Witness,,,,,,,Witness,,M
HCM 271,William de Radenore magister,William de Raduor',,05c0fee6-3329-4681-bbdf-ea4dd80863d8,d250977a-1645-4948-b29a-d090ab0c6ddf,,Radenore?,Principal|Clerical,,True,,,,Principal,,,M
HCM 271,Henry Oweyn,Henry Oweyn,,e55291e4-18cd-4ca3-85f6-73b64664f7c0,e55291e4-18cd-4ca3-85f6-73b64664f7c0,,,Witness,,,,,,,Witness,,M
HCM 271,Adam Wele,Adam Wele,,f649e371-9692-4277-bc63-cdd2591ddd5b,f649e371-9692-4277-bc63-cdd2591ddd5b,,,Witness,,,,,,,Witness,,M
HCM 271,Robert lord of Hopebagard,"Robert, lord of Hopebagard",,faedd37c-2c89-43ba-98a1-ae965a320ef7,faedd37c-2c89-43ba-98a1-ae965a320ef7,lord of Hopebagard,"Hope Bagard = Weston Beggard? (Nicholas de St Maur, temps. Ed I)",Witness,,,,,,,Witness,,M
HCM 2710,Richard de Swinfield,bishop,,9c16ebf9-598f-45b7-a5c9-02dfbcf56901,1eb4933c-65f8-40fc-9eb8-7a62800229b5,,Bishop of Hereford (R Swinield),Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2710,John de Gamages,abbot of Gloucester,,80a130f8-16c4-4874-adce-b6b4fbb82040,3668f4a7-d489-48df-a974-ab6ff64e1f3f,abbot of St Peter's Gloucester,"prev, John de Gamages = prior of Ewenny (1261), then of St Guthlac's Hereford til 1284",Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2710,abbot of Tintern,abbot of Tynterne,,52985aa0-1c97-42b0-bb5d-bbf6cae2bbe5,52985aa0-1c97-42b0-bb5d-bbf6cae2bbe5,,,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2710,rector of Folaustone,rector of folaustone,,7d5121dd-0eb3-4775-b682-768915bb7296,7d5121dd-0eb3-4775-b682-768915bb7296,rector of Folaustone,,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2710,portionary of Theynthone and Hopledene,"ugh ceere of =e and Hopledene,",,80a08327-be25-4d54-84f9-cec040b12423,80a08327-be25-4d54-84f9-cec040b12423,,portionary of Theynthone and Hopledene,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2710,rector of Westbury,rector of the church of Westburi,,a218f2ef-cbc3-4780-ac06-53549ad903fc,a218f2ef-cbc3-4780-ac06-53549ad903fc,rector of Westbury,,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2710,dean and chapter of Hereford,dean and . chapter of Hereford,,2c9349f1-c02b-4bdb-8a06-6bf66d939fe1; 777bc129-ad3e-4239-b6ab-106600c88a38,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2710,vicar of Westbury,vicar of the same,,cebf3979-a0b7-4f5c-8b88-e978c2b2d220,cebf3979-a0b7-4f5c-8b88-e978c2b2d220,vicar of Westbury,of Westbury,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2710,prior of Tudenham,prior for the church of Tudenham,,d9d4766c-7568-4fe0-bcef-4e10aaaefdc9,d9d4766c-7568-4fe0-bcef-4e10aaaefdc9,prior of Tudenham,,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2710,dean of Foresta,dean of Foresta,,e290c58b-c0c6-4711-b593-b1a612b0e729,e290c58b-c0c6-4711-b593-b1a612b0e729,dean of Foresta,,Principal|Clerical|Office|Agent,Agent,True,,Office,,Principal,,,M
HCM 2710,John de Aqua Blanca,dean,,02a8f9cb-4825-48ce-b147-add27235428f,e4da2937-dc23-4b2e-b432-4316fb4b3171,dean of Hereford,,Principal|Clerical|Office|Agent,Agent,True,,Office,,Principal,,,M
HCM 2710,vicar of Wolaustone,"vicar of Wolaustone,",,e8ef2f81-190e-4b92-b580-623dd93a40af,e8ef2f81-190e-4b92-b580-623dd93a40af,vicar of Wolaustone,,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2710,rector of Chirchomme,rector of Chirchomme,,eba6116b-83a3-46a6-88b3-d6a8931e6621,eba6116b-83a3-46a6-88b3-d6a8931e6621,rector of Carren,,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2710-em,dean and chapter of Hereford,dean and chapter of Hereford,,1023eb04-a5bc-4030-92f0-9a57c2610e3e,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2710-em,dean of Foresta,dean of Foresta,,22789508-5732-4849-855f-f05fe25db2ff,e290c58b-c0c6-4711-b593-b1a612b0e729,dean of Foresta,,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2710-em,John de Aqua Blanca,dean,,894de7f9-e9bf-462f-90cb-9b909b8757b2,e4da2937-dc23-4b2e-b432-4316fb4b3171,dean of Hereford,,Principal|Clerical|Office,,True,,Office,,Principal,,,M
HCM 2711,William the Young de Fostone,William called the Young,,e23b65a7-9e36-4de6-8ede-3d8d980c0a9b,0934414c-edea-4554-bf76-dc141f3d2e5c,,agent of D&C of H,Agent|Clerical,Agent,True,,,,,,,M
HCM 2711,dean and chapter of Hereford,"ar, beg Hereford",,0c350128-d966-4c75-940b-dce16bc5a2cd,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2711,John de Aqua Blanca,"John de sues Blanka, dean of the chureh of Hereford",,c1c7bbf5-71ef-4387-afbd-372d2ea7f75f,e4da2937-dc23-4b2e-b432-4316fb4b3171,dean of the chureh of Hereford,Aquablanca,Principal|Clerical,,True,,,,Principal,,,M
HCM 2712,William the Young de Fostone,William the Young.,,88272aef-689e-4cd6-8e23-f7a29c4a84a3,0934414c-edea-4554-bf76-dc141f3d2e5c,,of D&C of H,Agent,Agent,,,,,,,,M
HCM 2712,William Valet,"Williem Valet, sub-treasurer in the church of Hereford",,1cafe77b-0fac-4b7d-9ac2-323aa4e84ccb,6c1b8ad5-6c9c-4c18-8200-be3c049fc59b,sub-treasurer in the church of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 2712,dean and chapter of Hereford,Dean and chapter of the aforesaid church,,f8a3241b-d36d-42de-9867-be94d1e68879,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 2713,William the Young de Fostone,"Willian the Young, their receiver",,af2556c6-c6b8-4183-a6b5-7186114aa544,0934414c-edea-4554-bf76-dc141f3d2e5c,their receiver,for D&C of H,Agent,Agent,,,,,,,,M
HCM 2713,John de la Barewe,"John de la Barew', bailiff of the dean and chapter of Hereford",,acb202b4-3789-4b03-bf56-17d55c71fcab,9f198569-1a34-4d35-835d-0b7dea068a59,bailiff of the dean and chapter of Hereford,,Principal|Agent,Agent,,,,,Principal,,,M
