Document Number	Doc Type	Given At	Earliest Date	Latest Date	DATE	Date notes	Given at_old	COMMENTS	QUOTE_TRANSCRIPTION
HCM 29	RELEASE	Hereford	1320-12-17T00:00:00Z		1320,  Wednesday next after the Feast of St. lucia the Virgin (December 17		Hereford		1320, Wednesday next after the Feast of St. lucia the Virgin (December 17, RELEASE
HCM 290	RELEASE	Hereford	1313-01-15T00:00:00Z		1312/3,  Monday next after the Feast of St. Hillary [January 15].		Hereford	1329, July 1	1312/3, Monday next after the Feast of St. Hillary [January 15]., RELEASE, 1529, Saturday next after the Feast of ,  Saints Peter and Paul the Apostles \July iI., LEASE
HCM 2915	NOTARIAL INSTRUMENT		1347-07-29T00:00:00Z		1347,  July 29.				1347, July 29., NOTARIAL INSTRUMENT
HCM 292	CONDITION	Given at; Ledbury	1361-12-05T00:00:00Z		1361,  Sunday next after the Feast of St,  ,   Andrew the Apostle [December Sie		Given at	"HCM 294 is desc as ""counterpart of HCM 292""--does that mean another person's copy of the same doc? how to treat?, December 5"	HCM 292, 1361, Sunday next after the Feast of St, ,  Andrew the Apostle [December Sie, CONDITION
HCM 2925	LEASE	chapter-house at Hereford	1352-02-09T00:00:00Z		1351/2,  Thursday next after the Feast of the ,   urification of the Blessed Virgin Mary February 9		chapter-house at Hereford		1351/2, Thursday next after the Feast of the ,  urification of the Blessed Virgin Mary February 9, LEASE
HCM 2926	MANDATE	London	1360-02-22T00:00:00Z		1359/60,  9 Kal,  March |February 22		London		1359/60, 9 Kal, March |February 22,, MANDATE
HCM 2926-em	inhibition	London	1359-10-25T00:00:00Z		8 Kal,  November,  1359		London	(embedded doc), (embedded doc)	inhibition, & Kal, November, 1359
HCM 2927	NOTARIAL INSTRUMENT	Hereford	1347-11-16T00:00:00Z		1347,  November 16		Hereford		1347, November 16,, NOTARIAL INSTRUMENT
HCM 2932.C.	MEMORANDUM	cathedral church of Hereford	1285-12-21T00:00:00Z		1285,  the Feast of St. Thomas the Apostle [December 21].		cathedral church of Hereford		1285, the Feast of St. Thomas the Apostle [December 21]., MEMORANDUM
HCM 2932.E	INSPEXIMUS AND CONFIRMATION		1325-01-01T00:00:00Z	1375-12-31T00:00:00Z	mid 14th century	approx			?mid 14th century]., INSPEXIMUS
HCM 2932.F	EXEMPLIFICATION	Hereford	1355-03-04T00:00:00Z		1354/5,  March 4.		Hereford		1354/5, March 4., EXEMPLIFICATION
HCM 2933.C.	DUPLICATE		1285-12-21T00:00:00Z		1285,  the Feast of St. Thomas the Apostle [December 21].				1285, the Feast of St. Thomas the Apostle [December 21]., DUPLICATE
HCM 2933.E	DUPLICATE		1325-01-01T00:00:00Z	1375-12-13T00:00:00Z	mid 14th century	approx			?mid 14th century, DUPLICATE
HCM 2933.F	DUPLICATE		1355-03-04T00:00:00Z		1354/5,  March 4.				1354/5, March 4., DUPLICATE
HCM 2939.A.	ARBITRATION	cathedral church of Hereford	1285-12-21T00:00:00Z		1285,  the Feast of St. Thomas the Apostle [December 21].		cathedral church of Hereford		1285, the Feast of St. Thomas the Apostle [December 21]., ARBITRATION (?)
HCM 294			1361-12-05T00:00:00Z		1361,  Sunday next after the Feast of St,  Andrew the Apostle |Decenber 5]				1361, Sunday next after the Feast of St, Andrew the Apostle |Decenber 5],
HCM 2947.F.	MEMORANDUM		1285-12-21T00:00:00Z		[1285,  December 21].				[1285, December 21]., MEMORANDUM
HCM 2947.G	ROYAL CONFIRMATION	Windsor	1312-12-18T00:00:00Z		?1312 (6 Edward II?),  December 18.		Windsor		?1312 (6 Edward II?), December 18., ROYAL CONFIRMATION
HCM 2947.G-em	further confirmations		1334-07-15T00:00:00Z		15 July 1334			(embedded doc)|PS the second instance of further confirmations (by RIchard II) can be ignored as it falls BEYOND OUR DATING PARAMETERS, date of embedded doc	further confirmations, 15 July 1334
HCM 296	GRANT in fee-farm		1275-01-01T00:00:00Z	1325-12-31T00:00:00Z	Late 13th. ~ early 14th. century	approx			Late 13th. ~ early 14th. century, GRANT in fee-farm
HCM 2972	RECBIPT	Hereford	1328-02-12T00:00:00Z		1327/8,  February 12.		Hereford	RECEIPT	1327/8, February 12., RECBIPT
HCM 2973	BOND	chapter-house at Nereford	1341-12-15T00:00:00Z		1341,  Saturday next after the Feast of St. Lucia,  virgin | December 15].		chapter-house at Nereford		1341, Saturday next after the Feast of St. Lucia, virgin | December 15]., BOND
HCM 2988	REMISSION	Hereford	1354-07-10T00:00:00Z		1354,  July 107.		Hereford	approx date	1354, July 107., REMISSION
HCM 2990	RECEIPT f	Hereford	1325-06-02T00:00:00Z		1325,  Sunday the Feast of the Holy Trinity ivune 2].		Hereford		1325, Sunday the Feast of the Holy Trinity ivune 2]., RECEIPT f
HCM 2991	Appointment	chapter-house at Hereford	1324-07-16T00:00:00Z		1324,  July 16		chapter-house at Hereford		1324, July 16, APPOINTMENT
HCM 2992	DUPLICATE		1324-07-16T00:00:00Z		1324,  July 16			how to handle these?	1324, July 16,, DUPLICATE
HCM 2993	CERTIFICATE of execution	Hereford	1324-07-21T00:00:00Z		1324,  12 Kal. August | July 21.		Hereford		1324, 12 Kal. August | July 21., CERTIFICATE of execution
HCM 2994	NOTARIAL INSTRUMENT	— in the inn of the said cardinal	1319-04-30T00:00:00Z		1319,  April 30		— in the inn of the said cardinal		1319, April 30, NOTARIAL INSTRUMENT
HCM 2995	LETTER	Avignon	1317-07-17T00:00:00Z		[circa 1317],  15 Kal. July [June 17].	exact day, approx year	Avignon		[circa 1317], 15 Kal. July [June 17]., LETTER
HCM 2996	MEMORANDUM	Rome	1317-12-21T00:00:00Z		1317,  December 21.		Rome		1317, December 21., MEMORANDUM
HCM 2997	NOFaBLAL INSTRUMENT	the monastery of Dora	1324-07-17T00:00:00Z		1324,  July 17.		the monastery of Dora	NOTARIAL INSTRUMENT	1324, July 17., NOFaBLAL INSTRUMENT
HCM 2998	NOTARTAL INSTRUMENT	? non in the lodging of the said goninus JOHN	1324-06-01T00:00:00Z		1324,  June l		? non in the lodging of the said goninus JOHN		1324, June l., NOTARTAL INSTRUMENT
HCM 2999	WRIT		1318-11-14T00:00:00Z		1318,  November 14			merge these possibly?	1318, November 14,, WRIT, Attached to No. 3000
HCM 3	orair/	Breynton	1299-11-15T00:00:00Z		1299,  Sunday next after the Feast   of st. Martin [November 15]		Breynton	GRANT	1299, Sunday next after the Feast   of st. Martin [November 15], orair/
HCM 30	RELEASE		1303-07-06T00:00:00Z		1303,  July 6				1303, July 6, RELZASE
HCM 3000	RECEIPT	Etone near Leominster	1318-12-10T00:00:00Z		1318,  Sunday next after the Feast of the .   Conception of the Blessed Virgin Mary | December 10\.		Etone near Leominster	merge these possibly?	1318, Sunday next after the Feast of the .   Conception of the Blessed Virgin Mary | December 10\., RECEIPT, Attached to No. 2999
HCM 3001	NOTARIAL INSTRUMENT	chapter-house of the said church	1318-02-12T00:00:00Z		1317/8,  February 12.		chapter-house of the said church		1317/8, February 12., NOTARIAL INSTRUMENT
HCM 3002	MEMORANDUM OF AGREEMENT		1323-11-19T00:00:00Z		1323,  13 Kal. December,  i.e. November 19.				1323, 13 Kal. December, i.e. November 19., MEMORANDUM OF AGREEMENT
HCM 3003	DEFINITIVE SENTENCE	* eee ehureh of Hereford	1324-08-25T00:00:00Z		1324,  Saturday,  August 25.		* eee ehureh of Hereford		1324, Saturday, August 25., DEFINITIVE SENTENCE
HCM 3003-em	papal mandate	Avignon	1324-05-11T00:00:00Z		5 Ides May,  1324		Avignon	(embedded doc), (embedded doc)	papal mandate, 5 Ides May, 1324
HCM 3004	LETTER	Avignon	1323-01-10T00:00:00Z		\oirea 1323|,  Monday next after Spiphany		Avignon		\oirea 1323|, Monday next after Spiphany, LETTER
HCM 3005.A	APOSTOLIC LETTERS		1324-05-11T00:00:00Z		1324,  5 Id,  may [May 11)				1324, 5 Id, may [May 11),, APOSTOLIC L&TTERS
HCM 3005.B	APOSTOLIC LETTERS		1324-05-11T00:00:00Z		1324,  5 id. May fimay 11				1324, 5 id. May fimay 11, APOSTOLIC LETTERS
HCM 3005.C	DUPLICATE		1324-07-21T00:00:00Z		1324,  12 Kal. August (July 21].				1324, 12 Kal. August (July 21]., DUPLICATE
HCM 3005.D	DUPLICATE		1324-07-16T00:00:00Z		1324,  July 16			how to handle?	1324, July 16, DUPLICATE
HCM 3005.E	LETTER	monastery of Wyggemor'	1324-07-19T00:00:00Z		1324,  July 19		monastery of Wyggemor'		1324, July 19, LETTER
HCM 3006	NOTARIAL INSTRUMENT	the monastery of Dora	1324-07-17T00:00:00Z		1324,  July 17.		the monastery of Dora		1324, July 17., NOTARIAL INSTRUMENT d
HCM 3007	NOTARIAL INSTRUMENT	gates of the holy palace the Pope	1322-04-23T00:00:00Z		1322,  April 23.		gates of the holy palace the Pope		1322, April 23., NOTARIAL INSTRUMENT
HCM 3008	PLEADINGS		1318-01-01T00:00:00Z	1324-12-31T00:00:00Z	[1318 - 1324].	approx			[1318 - 1324]., PLEADINGS
HCM 3009	NOTARIAL INSTRUMENT	chapter=house of the cat al church of Hereford	1318-12-27T18:09:24Z	1318-12-31T00:00:00Z	1318,  December 31, 5 Kal,  January bie	approx	chapter=house of the cat al church of Hereford	date of letters of proxy	1318, December 31,, NOTARIAL INSTRUMENT, 5 Kal, January bie,
HCM 3010	LETTERS OF PROXY	monastery of Dora	1324-07-30T00:00:00Z		1324,  3 Kal. August | July 30.		monastery of Dora		1324, 3 Kal. August | July 30., LETTERS OF PROXY
HCM 3011	RECEIPT	Hereford	1326-05-18T00:00:00Z		1326,  Sunday,  the Feast of the Holy .   trinity (May’18}.		Hereford		1326, Sunday, the Feast of the Holy .   trinity (May’18}., RECEIPT
HCM 3012	NOTARIAL INSTHUMENT		1324-08-25T00:00:00Z		1324,  August 256			August 25	1324, August 256, NOTARIAL INSTHUMENT
HCM 3013	NOTARIAL LYSTRUMENT	Avignon	1319-04-25T00:00:00Z		1319,  April 25.		Avignon	NOTARIAL INSTRUMENT	1319, April 25., NOTARIAL LYSTRUMENT
HCM 3014	NOTARIAL INSTRUMENT	Avignon	1322-04-07T00:00:00Z		1322,  April 7.		Avignon		1322, April 7., NOTARIAL INSTRUMENT
HCM 3015	DEPOSITIONS		1324-08-14T00:00:00Z		1324, Tuesday next after the Feast of St. Laurence the martyr i August 14].				1324, Tuesday next after the Feast of St. Laurence the martyr i August 14]., DEPOSITIONS
HCM 306	GRANT		1320-01-01T00:00:00Z	1320-12-31T00:00:00Z	|Early 14th century,  circa 1320|.	approx			|Early 14th century, circa 1320|., GRANT
HCM 307	GRANT		1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	.ghrea 1300.	approx			.ghrea 1300., GRANT,
HCM 308	INSPEAIMUS and confirmation		1275-01-01T00:00:00Z	1325-12-31T00:00:00Z	Late 13th. - early 14th.century	approx		INSPEXIMUS and confirmation	Late 13th. - early 14th.century, INSPEAIMUS and confirmation
HCM 308-em	charter		1275-01-01T00:00:00Z	1325-12-31T00:00:00Z	«Late 13th. - early 14th.century»	approx			«Late 13th. - early 14th.century», charter
HCM 31	GRANT		1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	\gdrea 1300	approx			\gdrea 1300, GRANT
HCM 3154	NOTARIAL INSTRUMENT		1324-08-25T00:00:00Z		1324,  August 25.				1324, August 25., NOTARIAL INSTRUMENT
HCM 3155	NOTARIAL INSTRUMENT	Bermundeseye	1314-06-05T00:00:00Z	1314-05-07T00:00:00Z	1314,  June 5, 7 May 1314	approx	Bermundeseye	date of notarized transcript of the archbishop's letter of 7 may 1314, date of letter copied into the Notarized transcript made on June 5	1314, June 5, NOTARIAL INSTRUMENT, 7 May 1314
HCM 3155-em	LETTER			1314-06-04T18:09:24Z				(embedded doc)	letter
HCM 3157	COMPOSITION		1349-03-16T00:00:00Z		1348/9,  Mareh 16.				1348/9, Mareh 16., COMPOSITION
HCM 3158	NOTARIAL INSTRUMENT		1349-03-16T00:00:00Z		1348/9,  March 16.				1348/9, March 16., NOTARIAL INSTRUMENT
HCM 3161	DECLARATION		1352-01-01T00:00:00Z	1352-12-31T00:00:00Z	probably 1352.	probable, approx			probably 1352., DECLARATION
HCM 3162	NOTARIAL INSTRUMENT		1306-05-13T00:00:00Z		1306,  3 Ides May [May 13].				1306, 3 Ides May [May 13]., NOTARIAL INSTRUMENT
HCM 3162-em	PAPAL BULL	Lyons	1306-01-01T00:00:00Z		kalends of January,  1305/06		Lyons	(embedded doc), (embedded doc)	papal bull, kalends of January, 1305/06
HCM 3163	WOTARIAL INSTRUMENT		1342-04-09T00:00:00Z		1342,  April oe			April 9, NOTARIAL INSTRUMENT	1342, April oe, WOTARIAL INSTRUMENT
HCM 3165	NOTARIAL INSTRUMENT	chapter-house of the cathedral church of Hereford	1317-12-06T00:00:00Z		1317,  December 6		chapter-house of the cathedral church of Hereford		1317, December 6, NOTARIAL INSTRUMENT
HCM 3169	COMMONPLACE BOOK		1300-01-01T00:00:00Z	1399-12-31T00:00:00Z	? 14th century	approx			? 14th century, COMMONPLACE BOOK
HCM 3178	BOND	Hereford	1333-01-30T00:00:00Z		1532/3,  January 50		Hereford	1332/3, January 30	1532/3, January 50,, BOND
HCM 3180	LEASE	chapter-house at Hereford	1312-03-31T00:00:00Z		1312,  Friday next after the Feast of the Annunciation of the Blessed Mary [March 31]		chapter-house at Hereford		1312, Friday next after the Feast of the Annunciation of the Blessed Mary [March 31], LEASE
HCM 3191	NOTARIAL INSTRUMENT	chapter-house of the cathedral ehureh of Hereford	1347-06-05T00:00:00Z		1347,  June 5.		chapter-house of the cathedral ehureh of Hereford		1347, June 5., NOTARIAL INSTRUMENT
HCM 3192	COMPOSITION		1288-01-01T00:00:00Z	1289-12-31T00:00:00Z	1288/9,  January.	approx			1288/9, January., COMPOSITION
HCM 3198	LEASE	chapter-house at Hereford	1310-02-19T00:00:00Z		1309/10,  Thursday next after the Feast of St. Valentine [February 19].		chapter-house at Hereford		1309/10, Thursday next after the Feast of St. Valentine [February 19]., LEASE
HCM 3199	LETTER	London	1375-10-25T00:00:00Z	1400-10-25T00:00:00Z	L14th century,  Feast of Crispinus and Crispinianus Ldctober 25).	exact day, approx year	London		L14th century, Feast of Crispinus and Crispinianus Ldctober 25)., LETTER
HCM 3199a	ASSESSMENT		1300-01-01T00:00:00Z	1399-12-31T00:00:00Z	14th century.	approx			14th century., ASSESSMENT
HCM 3202	ORDINANCE		1330-03-06T00:00:00Z		1329/30,  March 6.				1329/30, March 6., ORDINANCE
HCM 3208	DEFINITIVE SENTENCE	London	1344-07-26T00:00:00Z		1344,  7 Kal. August,  1.e. Monday,  the morrow of the Feast of St. Janes the apostle July 26).		London		1344, 7 Kal. August, 1.e. Monday, the morrow of the Feast of St. Janes the apostle July 26)., DEFINITIVE SENTENCE
HCM 3213	MANDATE f		1347-06-30T00:00:00Z		1347,  June 30.				1347, June 30., MANDATE f
HCM 3214	NOTICES		1321-01-01T00:00:00Z	unknown	Post 1320	approx			Post 1320, NOTICES
HCM 3215.B	GRANT	Castle Goodrich	1346-03-03T00:00:00Z		1345/6,  Friday the morrow of the Feast . or St. Chad the bishop [March 3].		Castle Goodrich		1345/6, Friday the morrow of the Feast . or St. Chad the bishop [March 3]., GRANT
HCM 3215 A	GRANT	Goodrich Castell’	1317-08-16T00:00:00Z		1317 the morrow of the Feast of the Assumption of the Blessed Mary [August 16]		Goodrich Castell’		1317 the morrow of the Feast of the Assumption of the Blessed Mary [August 16], GRANT,
HCM 3216	AGREEMENT		1350-01-20T00:00:00Z		1349/50,  January 20.				1349/50, January 20., AGREEMENT
HCM 322	GRANT	Parva Thinghulle	1327-05-21T00:00:00Z		1227,  Thursday next after the Feast of Ethelbert (May 21].		Parva Thinghulle	1327	1227, Thursday next after the Feast of Ethelbert (May 21]., GRANT
HCM 3223	RECORD OF PROCEEDINGS		1287-09-28T00:00:00Z	1287-10-29T00:00:00Z	1287,  Michaelmas with the month following.	range			1287, Michaelmas with the month following., RECORD OF PROCEEDINGS
HCM 323	GRANT in fee-farm	Parva ie; Parva Thinghulle	1321-11-17T00:00:00Z		1321,  Tuesday next after the Feast of St. Edmund the Archbishop LNovember 17		Parva ie		1321, Tuesday next after the Feast of St. Edmund the Archbishop LNovember 17, GRANT in fee-farm
HCM 324	RELEASE	Parva Thinghulle	1333-03-14T00:00:00Z		1332/3,  Sunday next after the Feast of ,   St. Gregory the Pope {March 14		Parva Thinghulle		1332/3, Sunday next after the Feast of ,  St. Gregory the Pope {March 14, RELEASE
HCM 3245	NOTES		1300-01-01T00:00:00Z	1399-12-31T00:00:00Z	? 14th century	approx			? 14th century, NOTES
HCM 3249	List of fees		1300-01-01T00:00:00Z	1399-12-31T00:00:00Z	? 14th century	approx			? 14th century, List of fees, List of fees, List of fees
HCM 325	RELEASE	Parva Thinghulle	1325-03-13T00:00:00Z		1324/5,  Wednesday next after the Feast of St. Gregory the Pope | March 13]		Parva Thinghulle		1324/5, Wednesday next after the Feast of St. Gregory the Pope | March 13], RELEASE
HCM 326	GRANT	Parva Thinghulle	1339-08-17T00:00:00Z		1339,  August 17		Parva Thinghulle		1339, August 17, GRANT
HCM 338	GRANT in fee-farm		1300-01-01T00:00:00Z	1350-12-31T00:00:00Z	First helf 14th century.	approx		1329	First helf 14th century., GRANT in fee-farm, 1529, Sunday next before the Feast of St. Peter and St, Paul the Apostles June 25), RELEASE
HCM 34	RELEASE	Hereford	1319-01-14T00:00:00Z		1318/9,  Sunday the morrow of St,  Hilary ,   \Jenuary 14|		Hereford		1318/9, Sunday the morrow of St, Hilary ,  \Jenuary 14|,, RELZASE
HCM 340	I#ASE	Stanedisch	1329-06-28T00:00:00Z		1329,  Wednesday the Vigil of the Feast of ,    St. Peter and St,  Paul the Apostles [June 28		Stanedisch	LEASE	1329, Wednesday the Vigil of the Feast of ,   St. Peter and St, Paul the Apostles [June 28, I#ASE
HCM 341	GRANT	Stanedisch	1329-05-15T00:00:00Z		1329,  Monday next before the Feast of Sst. Dunstan the Archbishop (Mey 15].		Stanedisch		1329, Monday next before the Feast of Sst. Dunstan the Archbishop (Mey 15]., GRANT
HCM 342	RELEASE	Stanedisch	1329-05-15T00:00:00Z		1329,  Monday next before the Feast of St. | Dunstan the Archbishop (May 15]		Stanedisch		1329, Monday next before the Feast of St. | Dunstan the Archbishop (May 15], RELEASE
HCM 346	GRANT	Stanerton'	1352-11-08T00:00:00Z		1352,  @ next after the Fesst of ,   All Saints |Noveaber |		Stanerton'	November 8	1352, @ next after the Fesst of ,  All Saints |Noveaber |, GRANT
HCM 348	BOND	Clifford	1332-01-09T00:00:00Z		1331/2,  Thursday next after Epiphany | January 9.		Clifford		1331/2, Thursday next after Epiphany | January 9., BOND
HCM 349	LEASE	Clifford	1342-09-29T00:00:00Z		1342,  Michaelmas | September 29.		Clifford		1342, Michaelmas | September 29., LEASE
HCM 352	RELEASE	Ledbury	1315-04-14T00:00:00Z		1315,  April 14		Ledbury		1315, April 14, RELEASE
HCM 353	GRANT in fee-farm		1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	Late 13th. century	approx			Late 13th. century, GRANT in fee~farm
HCM 354	GRANT in fee-farm		1300-01-01T00:00:00Z	1316-12-31T00:00:00Z	Barly 14th century,  ante 1317.	approx			Barly 14th century, ante 1317., GRANT in fee-farm
HCM 355	GRANT in fee-farm		1275-01-01T00:00:00Z	1316-12-31T00:00:00Z	end of 13th = early 14th cent. ante 1317.	end of 13th = early 14th cent ante 1317			end of 13th = early 14th cent. ante 1317., GRANT in fee-farm,
HCM 358	GRANT in fee-farm		1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	Leirca 1300	approx			Leirca 1300, GRANT in fee-farm,
HCM 359	GRANT in fee-farm		1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	\girea 2300	approx		circa 1300	\girea 2300, GRANT. in fee-farm
HCM 36	GRANT		1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	Late 13th. century	approx			Late 13th. century, GRANT
HCM 360	GRANT	chapter-house at Hereford	1346-09-14T00:00:00Z		1346,  September 14.		chapter-house at Hereford		1346, September 14., GRANT
HCM 361	GRANT		1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	circa 1300	approx			Lgires 1300., GRANT
HCM 367	GRANT in fee-farm	Mordiford'	1322-05-15T00:00:00Z		1322,  Sunday next_before the Feast of the .   Ascension of the Lord |May 15)		Mordiford'		1322, Sunday next_before the Feast of the .   Ascension of the Lord |May 15), GRANT in fee-farm
HCM 37	GRANT in fee-farm	Breynton	1295-07-05T00:00:00Z		1295,  Tuesday next efter the feast of St. beter and veul the Apostles |July 5]		Breynton	this is bad OCR for latin of apothecary	1295, Tuesday next efter the feast of St. beter and veul the Apostles |July 5], GRANT in fee-farm,, Me
HCM 375	GRANT		1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	sirea 1300	approx			sirea 1300, GRANT
HCM 378	RELEASE	Lodelawe	1317-05-23T00:00:00Z		1317,  Monday next after the Feast of St. Germanus (May 23?).		Lodelawe		1317, Monday next after the Feast of St. Germanus (May 23?)., RELEASE
HCM 379	RELEASE	chapter-house of Hereford	1297-10-03T00:00:00Z		1297,  Tuesdey the eve of Ste Dionysius L October 3]		chapter-house of Hereford		1297, Tuesdey the eve of Ste Dionysius L October 3], RELEASE
HCM 38	GRANT in fee-farm		1295-07-05T00:00:00Z		Probably 1295,  July 5).			"???|bad OCR for Magister, bad OCR for ""the land of the said Roger, John, and John's brother Roger""--ie our principals"	Probably 1295, July 5)., pasistes, GRAN? in feeferm, Badger sogets ohn
